ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
CLEC18A,ITGA2,Human,Acinar_cells,Endocrine_cells,0.05102040816326531,5.0,0.003,0.997,0.8362074432509354,0.913071093026815,L,11.12368322534479,10.954684421719634,10.549163397822728,10.537599591831826,0.17467719447016322
CLEC18C,ITGA2,Human,Acinar_cells,Endocrine_cells,0.05102040816326531,5.0,0.002,0.998,0.8362074432509354,0.9135288875369151,L,11.150022570155556,10.954684421719634,10.512473710094966,10.537599591831826,0.16700910584363454
REG3A,ITGA2,Human,Acinar_cells,Endocrine_cells,0.14285714285714285,14.0,0.004,0.996,0.8362074432509354,0.9126130688730748,L,11.69889791251393,10.874942682732716,11.379961245732341,10.416741869691261,1.4021703933481457e-07
C4orf48,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.10526315789473684,2.0,0.005,0.995,0.8194407052339473,0.9029637322217198,L,11.419986780261041,12.341668212978597,10.775532289921498,11.490232405398205,0.9163621056694088
C6orf120,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.05263157894736842,1.0,0.048,0.952,0.8194407052339473,0.88323697351431,L,12.260555007406277,7.616630395113555,11.68702115698959,9.349556070941633,0.0023999215882417766
CCDC3,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.42105263157894735,8.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.443205818414787,10.399766142732897,12.003807956859024,9.562571786774642,5.4228677756999276e-05
DEAF1,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.15789473684210525,3.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.898234713944586,11.252613808172821,11.362880752383845,11.357354166600645,0.28421642185521334
EMC10,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.3684210526315789,7.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.808341465636095,9.496776237181132,11.294291285670734,9.256768344324497,3.301420839484528e-05
HDGF,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.3157894736842105,6.0,0.001,0.999,0.8194407052339473,0.9047769142328475,L,11.714214032555116,11.115181017386208,11.142274882895634,10.50094650690637,0.2978605223293813
IGFBP2,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.2631578947368421,5.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.680560958293611,8.571007179696812,11.11334728305101,8.87015074600732,1.1465678046989547e-06
IGFBP3,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.3157894736842105,6.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.147871711047188,9.865878048862472,11.527574231031679,9.02488688229717,8.215630129547891e-05
IGFBP7,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.6842105263157895,13.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.358118580972905,10.36764628505703,11.85758420451102,9.634977715976873,1.9269578861805127e-06
NBL1,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.21052631578947367,4.0,0.017,0.983,0.8194407052339473,0.8975022079332007,L,11.875738206905902,9.371550754041905,11.359506146483834,9.256768344324497,0.000328521616377442
NINJ1,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.10526315789473684,2.0,0.028,0.972,0.8194407052339473,0.8924664506228773,L,12.118398020663301,8.845285271256593,11.631315263219953,9.360438563875471,0.001688439688532103
PTEN,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.3684210526315789,7.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.884630089763863,9.719924200560794,11.319358647545924,9.19452687816308,9.05041016434347e-05
SDCBP,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.631578947368421,12.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.910949602373533,10.116821210621806,11.375283605172015,9.883735316174485,5.823183716156172e-05
SPARC,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.631578947368421,12.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.504406190209627,10.220848329988305,11.972679209080944,9.37132105680931,1.214081477860126e-07
SPATA6,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.10526315789473684,2.0,0.012,0.988,0.8194407052339473,0.899781871772898,L,11.992052369384991,8.383434828950193,11.4324297481886,9.256768344324497,0.0008419088614748012
SPOCK2,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.2631578947368421,5.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.335943071687762,8.79282164547297,11.91268251575962,8.900813886906624,1.6546686850452306e-07
TMEM25,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.05263157894736842,1.0,0.031,0.969,0.8194407052339473,0.8910881232356848,L,11.9304385176304,10.481126057443776,11.470675342651752,12.839604713812642,0.26167874974069616
YBX1,FGFR1,Human,Endothelial_cells,Endocrine_cells,0.5263157894736842,10.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.010955822595854,10.03703395133242,11.451291328885473,9.813513005029423,3.653938629535022e-05
C1QTNF3,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.15789473684210525,3.0,0.001,0.999,0.9997117459215692,0.9993558095971863,L,12.4838822794971,10.460341966507656,12.064393010044448,9.02488688229717,0.01299403509638218
CCDC3,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.21052631578947367,4.0,0.0,1.0,0.9997117459215692,0.9998558625729856,L,12.824986894422215,10.422461576536946,12.51600260990602,9.592417030919366,0.00035498201243529373
CFP,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.10526315789473684,2.0,0.004,0.996,0.9997117459215692,0.9978541471266644,L,12.949162014065815,10.862088707595248,12.472624995943914,9.256768344324497,0.02409499746181975
CLEC11A,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.21052631578947367,4.0,0.001,0.999,0.9997117459215692,0.9993558095971863,L,12.151344775313023,9.46046592931223,11.676573953234154,9.109706880230124,0.0004406360709443385
EGFL7,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.2631578947368421,5.0,0.0,1.0,0.9997117459215692,0.9998558625729856,L,12.325752273048396,10.856990978352602,11.826739250162165,10.044470601445717,0.01082821001148288
IGFBP7,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.3684210526315789,7.0,0.0,1.0,0.9997117459215692,0.9998558625729856,L,12.519264200424177,10.627397496352764,12.04301897448942,9.468171961123414,0.0003614600454388176
MMRN2,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.21052631578947367,4.0,0.0,1.0,0.9997117459215692,0.9998558625729856,L,13.42740825060586,10.113712857810585,13.236632469447848,9.17698772539603,3.158449540217556e-07
STC1,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.2631578947368421,5.0,0.0,1.0,0.9997117459215692,0.9998558625729856,L,12.077280782949238,10.621040662942695,11.69078930947581,9.185757301779555,0.011084886361728847
STC2,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.10526315789473684,2.0,0.012,0.988,0.9997117459215692,0.9938386211908402,L,12.363217196491847,9.938617050353253,11.881543827286766,9.27415439110267,0.012830629452488404
VWA1,ITGA2,Human,Endothelial_cells,Endocrine_cells,0.2631578947368421,5.0,0.006,0.994,0.9997117459215692,0.9968517820849998,L,11.89623923536121,10.681380278270618,11.43169079464783,10.053512879128997,0.023550546047714917
AGGF1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.4,10.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.050880526201928,11.408348866071918,11.600375712743201,9.865162823500588,0.05007557880428686
ANGPTL6,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,11.973532763183051,13.250676922506258,11.402720881603035,13.81048099403208,0.9893668877899385
C1QTNF6,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.259355320955523,11.163468651087802,11.690435411525765,11.013159695697043,0.08454036561857015
DEAF1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.4,10.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,11.898234713944586,11.408348866071918,11.362880752383845,9.865162823500588,0.09925719018498014
EMC10,FGFR1,Human,Fibroblasts,Endocrine_cells,0.24,6.0,0.001,0.999,0.9150475561542158,0.9561027709394329,L,11.808341465636095,12.561507132775827,11.294291285670734,12.18854907318804,0.9596958824217281
ENOX1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.08,2.0,0.008,0.992,0.9150475561542158,0.9527471730238731,L,12.036193035552945,12.011970209533931,11.49637528486423,12.207832465846412,0.4408397333429538
ERO1A,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.047,0.953,0.9150475561542158,0.9338309916762068,L,11.834585351954226,13.250676922506258,11.198954349677138,13.81048099403208,0.9946573126495322
FAM20C,FGFR1,Human,Fibroblasts,Endocrine_cells,0.72,18.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.307067231059955,11.781773355010444,11.721979059856618,11.354653860940394,0.07148945229950292
FRZB,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.065254589692485,13.250676922506258,11.483683466393918,13.81048099403208,0.9848038189903159
IGFBP2,FGFR1,Human,Fibroblasts,Endocrine_cells,0.2,5.0,0.003,0.997,0.9150475561542158,0.9551452316196491,L,11.680560958293611,12.837774684848814,11.11334728305101,13.556703196991506,0.9901301230723083
IGFBP3,FGFR1,Human,Fibroblasts,Endocrine_cells,0.32,8.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.147871711047188,12.279672673595147,11.527574231031679,11.902442151366255,0.7099950107426195
IGFBP7,FGFR1,Human,Fibroblasts,Endocrine_cells,0.84,21.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.358118580972905,11.796263593096036,11.85758420451102,11.174957593576277,0.03552231353777938
ISLR,FGFR1,Human,Fibroblasts,Endocrine_cells,0.72,18.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.21778722685634,11.781773355010444,11.652744258257494,11.354653860940394,0.11782414105934502
METRN,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.002,0.998,0.9150475561542158,0.955624121211843,L,11.734243309813026,13.250676922506258,11.252170403012578,13.81048099403208,0.996129565768238
METRNL,FGFR1,Human,Fibroblasts,Endocrine_cells,0.48,12.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.28705347763324,11.49458048656649,11.749421968781556,10.348323487457172,0.018866112224037022
NBL1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.36,9.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,11.875738206905902,12.180223910497277,11.359506146483834,11.568902791359394,0.8070179505092904
NDFIP1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.52,13.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,11.901715538642117,11.868930880180502,11.403358128867893,11.39630352909531,0.5321553659098224
PCOLCE,FGFR1,Human,Fibroblasts,Endocrine_cells,0.72,18.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.152627269413435,11.882553812460795,11.627591292216103,11.239737704589132,0.21980137691563006
PDZD2,FGFR1,Human,Fibroblasts,Endocrine_cells,0.08,2.0,0.009,0.991,0.9150475561542158,0.9522668366318486,L,12.14453574750919,12.011970209533931,11.73355461432979,12.207832465846412,0.39886153194155516
PLAC9,FGFR1,Human,Fibroblasts,Endocrine_cells,0.08,2.0,0.004,0.996,0.9150475561542158,0.9546661018018808,L,12.413197522328904,12.011970209533931,11.934169619475952,12.207832465846412,0.32009025907554445
PLXDC1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.695547645149018,11.872337343045402,12.208353545050077,10.653409691112962,0.1324448028512923
PODN,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,11.975357752985598,11.163468651087802,11.279644596746632,11.013159695697043,0.15783440705696938
PTEN,FGFR1,Human,Fibroblasts,Endocrine_cells,0.44,11.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,11.884630089763863,12.154338725733684,11.319358647545924,11.568902791359394,0.782384270399261
SDCBP,FGFR1,Human,Fibroblasts,Endocrine_cells,0.24,6.0,0.003,0.997,0.9150475561542158,0.9551452316196491,L,11.910949602373533,12.356159091898348,11.375283605172015,11.902442151366255,0.8728927370810337
SFRP4,FGFR1,Human,Fibroblasts,Endocrine_cells,0.64,16.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.48334773718224,11.46736535359516,11.904558815613145,10.325380985688666,0.0016132635976175088
SOGA1,FGFR1,Human,Fibroblasts,Endocrine_cells,0.08,2.0,0.005,0.995,0.9150475561542158,0.9541867313966615,L,12.325806826341012,12.011970209533931,11.902125751786254,12.207832465846412,0.3402974387525678
SPARC,FGFR1,Human,Fibroblasts,Endocrine_cells,0.84,21.0,0.0,1.0,0.9150475561542158,0.9565811811624855,L,12.504406190209627,11.796263593096036,11.972679209080944,11.174957593576277,0.011316831396466333
SPOCK2,FGFR1,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.001,0.999,0.9150475561542158,0.9561027709394329,L,12.335943071687762,11.872337343045402,11.91268251575962,10.653409691112962,0.23375574256884585
C1QTNF3,ITGA2,Human,Fibroblasts,Endocrine_cells,0.2,5.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.4838822794971,11.449227207720668,12.064393010044448,10.376795330445775,0.034243633665064645
CGREF1,ITGA2,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.002,0.998,0.9999999905425329,0.9989994947753716,L,11.821938719242995,11.25280874996605,11.316236576982744,11.402771180386445,0.43148676969520444
CHRDL1,ITGA2,Human,Fibroblasts,Endocrine_cells,0.2,5.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.799210929012096,11.449227207720668,12.26537932554871,10.376795330445775,0.012210263500614004
CLEC11A,ITGA2,Human,Fibroblasts,Endocrine_cells,0.24,6.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.151344775313023,10.536457190966704,11.676573953234154,11.013159695697043,0.019882358976902784
EMILIN1,ITGA2,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.002,0.998,0.9999999905425329,0.9989994947753716,L,11.882801333500433,11.25280874996605,11.333477533731005,11.402771180386445,0.41134651318968035
FBLN5,ITGA2,Human,Fibroblasts,Endocrine_cells,0.36,9.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.224288066418822,11.068296310852176,11.65653067881055,10.36404241857828,0.010679758630221765
FMOD,ITGA2,Human,Fibroblasts,Endocrine_cells,0.48,12.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.365974954605559,11.341963884196067,11.897942471085221,10.427570656178009,0.006261375108785627
IGFBP7,ITGA2,Human,Fibroblasts,Endocrine_cells,0.48,12.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.519264200424177,11.341963884196067,12.04301897448942,10.427570656178009,0.002212853365695315
IL32,ITGA2,Human,Fibroblasts,Endocrine_cells,0.36,9.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,11.861315332518485,11.068296310852176,11.334044351047826,10.36404241857828,0.058212024208864684
ISLR,ITGA2,Human,Fibroblasts,Endocrine_cells,0.44,11.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.249374303278293,11.058040057683254,11.691426365147873,10.923590526872005,0.0071404722372201196
LTBP2,ITGA2,Human,Fibroblasts,Endocrine_cells,0.32,8.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.726051331382392,11.702344093964355,12.28028763548409,10.653409691112962,0.014306649519888366
LTBP4,ITGA2,Human,Fibroblasts,Endocrine_cells,0.24,6.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.291863994572445,11.79506139913758,11.765975320808895,10.109027032073586,0.13220388761983037
PI16,ITGA2,Human,Fibroblasts,Endocrine_cells,0.24,6.0,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.97674816734926,11.79506139913758,12.504014321601343,10.109027032073586,0.007620168855366569
PKDCC,ITGA2,Human,Fibroblasts,Endocrine_cells,0.2,5.0,0.001,0.999,0.9999999905425329,0.9994998702110923,L,12.079086994163236,11.449227207720668,11.757156928126975,10.376795330445775,0.11314059412131688
PRELP,ITGA2,Human,Fibroblasts,Endocrine_cells,0.28,7.000000000000001,0.0,1.0,0.9999999905425329,0.9999999952712664,L,12.742284786522104,11.400876357888443,12.172561017026123,10.109027032073586,0.0015772146795383784
PRR4,ITGA2,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.002,0.998,0.9999999905425329,0.9989994947753716,L,11.977101418704029,11.25280874996605,11.470245667133684,11.402771180386445,0.36676387882232947
STC1,ITGA2,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.012,0.988,0.9999999905425329,0.9939818864828586,L,12.077280782949238,11.25280874996605,11.69078930947581,11.402771180386445,0.3124897877931363
STC2,ITGA2,Human,Fibroblasts,Endocrine_cells,0.12,3.0,0.004,0.996,0.9999999905425329,0.9979979912707053,L,12.363217196491847,11.25280874996605,11.881543827286766,11.402771180386445,0.2257097765275738
AGGF1,FGFR1,Human,Ductal_,Endocrine_cells,0.08139534883720931,7.000000000000001,0.0,1.0,0.8397832740243452,0.9163968976509824,L,12.050880526201928,9.796569944552392,11.600375712743201,9.191667172768643,6.731115780704035e-23
CREG2,FGFR1,Human,Ductal_,Endocrine_cells,0.023255813953488372,2.0,0.007,0.993,0.8397832740243452,0.913183875846576,L,11.488063330200157,10.06197914016634,10.66722615416631,9.801933188626883,0.009499091190233868
EMC10,FGFR1,Human,Ductal_,Endocrine_cells,0.2558139534883721,22.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.808341465636095,9.858051963524632,11.294291285670734,9.19262235222432,1.7316576042261862e-39
ERO1A,FGFR1,Human,Ductal_,Endocrine_cells,0.11627906976744186,10.0,0.001,0.999,0.8397832740243452,0.9159385845952341,L,11.834585351954226,10.58014281776869,11.198954349677138,10.050182286009933,5.661904960759281e-09
HDGF,FGFR1,Human,Ductal_,Endocrine_cells,0.3372093023255814,29.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.714214032555116,10.764268861540987,11.142274882895634,10.164258685670776,5.973930767580852e-13
IGFALS,FGFR1,Human,Ductal_,Endocrine_cells,0.03488372093023256,3.0,0.001,0.999,0.8397832740243452,0.9159385845952341,L,11.460068074257935,8.807083557085974,11.155798992059765,8.13231925327765,3.3556862569295554e-19
KAZALD1,FGFR1,Human,Ductal_,Endocrine_cells,0.011627906976744186,1.0,0.037,0.963,0.8397832740243452,0.8992837666084296,L,11.606495033757659,9.756373568565254,10.983609366459344,8.8805734568357,0.0006311405980218703
LAD1,FGFR1,Human,Ductal_,Endocrine_cells,0.23255813953488372,20.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.845885582687112,10.674582296358635,11.283170006035327,10.411208935815903,1.1009984105188067e-11
LYPD6,FGFR1,Human,Ductal_,Endocrine_cells,0.06976744186046512,6.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.798845987195113,9.64773269825592,11.384098107054355,9.09507098695584,1.2012813190923952e-15
METRN,FGFR1,Human,Ductal_,Endocrine_cells,0.08139534883720931,7.000000000000001,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.734243309813026,9.671518229511467,11.252170403012578,8.993825308105924,2.0658051593344787e-15
NBL1,FGFR1,Human,Ductal_,Endocrine_cells,0.4418604651162791,38.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.875738206905902,10.399020699718365,11.359506146483834,9.941347272675081,2.2182399974573213e-38
NDFIP1,FGFR1,Human,Ductal_,Endocrine_cells,0.29069767441860467,25.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.901715538642117,10.402510330133172,11.403358128867893,9.705578906003966,1.0704243648522788e-30
NINJ1,FGFR1,Human,Ductal_,Endocrine_cells,0.06976744186046512,6.0,0.003,0.997,0.8397832740243452,0.9150212698086707,L,12.118398020663301,9.67609248125797,11.631315263219953,8.993825308105924,6.026376819899754e-17
PDZD11,FGFR1,Human,Ductal_,Endocrine_cells,0.05813953488372093,5.0,0.001,0.999,0.8397832740243452,0.9159385845952341,L,11.86370116098592,8.574534769117957,11.40962664239235,8.273942043731866,3.3048455143403323e-22
PTEN,FGFR1,Human,Ductal_,Endocrine_cells,0.1511627906976744,13.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.884630089763863,9.864903993720473,11.319358647545924,8.975022933146324,2.454443748625261e-33
SDCBP,FGFR1,Human,Ductal_,Endocrine_cells,0.45348837209302323,39.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.910949602373533,10.21473107578974,11.375283605172015,9.728034510966726,7.487317628896037e-48
SVBP,FGFR1,Human,Ductal_,Endocrine_cells,0.08139534883720931,7.000000000000001,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.87687180010059,9.80462730832839,11.271178865640406,9.194670388551243,3.121802297819785e-13
TULP3,FGFR1,Human,Ductal_,Endocrine_cells,0.10465116279069768,9.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,11.676654123670666,10.245931171057364,11.262784687887493,9.194670388551243,7.552678137656162e-11
VASN,FGFR1,Human,Ductal_,Endocrine_cells,0.023255813953488372,2.0,0.015,0.985,0.8397832740243452,0.9094979521219275,L,12.305498149836538,12.956215767096232,11.778427989124935,11.93049781656816,0.7188610103738572
YBX1,FGFR1,Human,Ductal_,Endocrine_cells,0.2441860465116279,21.0,0.0,1.0,0.8397832740243452,0.9163968976509824,L,12.010955822595854,10.608156733990992,11.451291328885473,9.964994632979865,8.515320867179342e-19
ZBED3,FGFR1,Human,Ductal_,Endocrine_cells,0.046511627906976744,4.0,0.002,0.998,0.8397832740243452,0.9154800420961107,L,11.80286381539827,11.055113620938346,11.319353573089007,10.84149430762032,0.003168161012005293
CLU,ITGA2,Human,Ductal_,Endocrine_cells,0.3372093023255814,29.0,0.0,1.0,0.9985301206026962,0.9992647900345014,L,11.942428151148517,9.890550097046159,11.566977608390813,9.464106564130242,2.6480365690901633e-56
FCGBP,ITGA2,Human,Ductal_,Endocrine_cells,0.23255813953488372,20.0,0.0,1.0,0.9985301206026962,0.9992647900345014,L,11.95785722276558,9.410477894435926,11.548800514409885,8.767674717475517,1.9303758433096603e-54
KLK10,ITGA2,Human,Ductal_,Endocrine_cells,0.11627906976744186,10.0,0.036,0.964,0.9985301206026962,0.9811131618019396,L,11.814132754916827,10.017371779445375,11.316674614989115,9.191475560825452,3.318824514112032e-18
LRG1,ITGA2,Human,Ductal_,Endocrine_cells,0.16279069767441862,14.000000000000002,0.0,1.0,0.9985301206026962,0.9992647900345014,L,11.967410052900444,10.076055697877367,11.58993531118373,9.654992026788834,1.8230930861321728e-26
LY6G5B,ITGA2,Human,Ductal_,Endocrine_cells,0.011627906976744186,1.0,0.006,0.994,0.9985301206026962,0.9962624854319669,L,17.615224294454034,10.834322371251409,18.999024092790737,10.077799676541527,8.78751802632966e-08
REG3A,ITGA2,Human,Ductal_,Endocrine_cells,0.11627906976744186,10.0,0.029,0.971,0.9985301206026962,0.9846688514953735,L,11.69889791251393,9.802596079851048,11.379961245732341,9.253038781372666,3.242266869025634e-21
VWA1,ITGA2,Human,Ductal_,Endocrine_cells,0.19767441860465115,17.0,0.0,1.0,0.9985301206026962,0.9992647900345014,L,11.89623923536121,9.894849706242749,11.43169079464783,9.26451864274291,2.3657960493606024e-32
VWA2,ITGA2,Human,Ductal_,Endocrine_cells,0.011627906976744186,1.0,0.047,0.953,0.9985301206026962,0.9754994643434559,L,11.690083327586088,11.267308492482062,11.1873137277132,10.3819245990528,0.3241839091237708
WFDC2,ITGA2,Human,Ductal_,Endocrine_cells,0.22093023255813954,19.0,0.0,1.0,0.9985301206026962,0.9992647900345014,L,11.935143082803004,9.964648439024485,11.446304680354094,9.2391616914988,2.3511302996201034e-34
KCP,ITGA2,Human,Cancer_clone_B,Endocrine_cells,0.13636363636363635,3.0,0.0,1.0,0.9782036917293393,0.9890418048441326,L,12.120580355384732,11.352474911081583,11.71208342305524,11.050954536955588,0.22146932894762555
KLK10,ITGA2,Human,Cancer_clone_B,Endocrine_cells,0.22727272727272727,5.0,0.008,0.992,0.9782036917293393,0.9850776934818414,L,11.814132754916827,12.012362994469429,11.316674614989115,10.465605086446217,0.4525287395203584
TFPI2,ITGA2,Human,Cancer_clone_B,Endocrine_cells,0.045454545454545456,1.0,0.022,0.978,0.9782036917293393,0.9781018405622667,L,10.979002781921693,9.586777781513213,10.841001716192139,11.664728889636129,0.30096497682403867
ADGRB1,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.09090909090909091,2.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,13.215545396466048,13.216881703601654,12.638322747849077,11.775072321978524,0.4147652425778982
C1QTNF12,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.045454545454545456,1.0,0.026,0.974,0.8194407052339473,0.8933841541564662,L,12.4317870008998,13.953769515208295,12.014102577651576,13.254411280933484,0.8495823504923022
C6orf120,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.13636363636363635,3.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,12.260555007406277,14.739760209720702,11.68702115698959,13.72391099129458,0.9901402329335603
EMC10,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.36363636363636365,8.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.808341465636095,11.473274804085568,11.294291285670734,10.883713119844776,0.20702756377187925
ERO1A,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.13636363636363635,3.0,0.033,0.967,0.8194407052339473,0.8901680526514233,L,11.834585351954226,12.217825542436092,11.198954349677138,11.3979661901252,0.62108565450601
FAM20C,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.13636363636363635,3.0,0.007,0.993,0.8194407052339473,0.9020557744936338,L,12.307067231059955,12.027105522718564,11.721979059856618,10.603656576184374,0.29896397052273027
HDGF,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.7272727272727273,16.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.714214032555116,11.905894548536688,11.142274882895634,11.168942871247925,0.5170965388312979
IGFBP2,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.5454545454545454,12.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.680560958293611,12.633903679725494,11.11334728305101,12.10761830832903,0.9527147787075199
IGFBP3,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.13636363636363635,3.0,0.002,0.998,0.8194407052339473,0.9043239595540303,L,12.147871711047188,9.814585906812358,11.527574231031679,10.07830765430311,0.0026319671986820103
KAZALD1,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.045454545454545456,1.0,0.009,0.991,0.8194407052339473,0.9011469019459822,L,11.606495033757659,17.29185916658816,10.983609366459344,17.395737293927496,0.9980499022636004
LAD1,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.36363636363636365,8.0,0.0,1.0,0.8194407052339473,0.9052296422642971,L,11.845885582687112,11.486993755990492,11.283170006035327,10.308988747559695,0.15886743434034267
NDFIP1,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.22727272727272727,5.0,0.005,0.995,0.8194407052339473,0.9029637322217198,L,11.901715538642117,12.404948941132622,11.403358128867893,11.775072321978524,0.6582644783379319
NINJ1,FGFR1,Human,Cancer_clone_B,Endocrine_cells,0.09090909090909091,2.0,0.034,0.966,0.8194407052339473,0.8897076605582269,L,12.118398020663301,12.087886228555455,11.631315263219953,10.998128229082077,0.40512345548531525
