ligand,receptor,species,type
CST8,GPR183,Human,LR
CST8,GPR3,Human,LR
CST8,GPR4,Human,LR
CST8,GPR87,Human,LR
CST8,GRM2,Human,LR
CST8,LPAR5,Human,LR
CST8,LTB4R,Human,LR
CST8,LTB4R2,Human,LR
CST8,P2RY1,Human,LR
CST8,P2RY2,Human,LR
CST8,P2RY4,Human,LR
CST8,P2RY6,Human,LR
CST8,P2RY8,Human,LR
CST8,PTAFR,Human,LR
CST8,S1PR2,Human,LR
CST9L,GPER1,Human,LR
CST9L,GRM2,Human,LR
CST9L,P2RY1,Human,LR
CST9L,P2RY4,Human,LR
CST9L,P2RY8,Human,LR
CST9L,S1PR2,Human,LR
CSTL1,CHRM2,Human,LR
CSTL1,DRD3,Human,LR
CSTL1,FFAR3,Human,LR
CSTL1,GPER1,Human,LR
CSTL1,GPR132,Human,LR
CSTL1,GPR15,Human,LR
CSTL1,GPR17,Human,LR
CSTL1,GPR174,Human,LR
CSTL1,GPR183,Human,LR
CSTL1,GPR3,Human,LR
CSTL1,GPR4,Human,LR
CSTL1,GPR87,Human,LR
CSTL1,GRM2,Human,LR
CSTL1,LPAR5,Human,LR
CSTL1,LTB4R,Human,LR
CSTL1,LTB4R2,Human,LR
CSTL1,P2RY1,Human,LR
CSTL1,P2RY10,Human,LR
CSTL1,P2RY2,Human,LR
CSTL1,P2RY4,Human,LR
CSTL1,P2RY6,Human,LR
CSTL1,P2RY8,Human,LR
CSTL1,PTAFR,Human,LR
CSTL1,S1PR2,Human,LR
DAND5,ADGRL3,Human,LR
DAND5,GPER1,Human,LR
DAND5,GRM2,Human,LR
DAND5,GRM6,Human,LR
DAND5,GRM8,Human,LR
DAND5,INSRR,Human,LR
DAND5,LRP1B,Human,LR
DAND5,S1PR2,Human,LR
DCD,GPER1,Human,LR
DEAF1,ADGRL3,Human,LR
DEAF1,DSCAML1,Human,LR
DEAF1,INSRR,Human,LR
DEAF1,LRP1B,Human,LR
DEAF1,NFASC,Human,LR
DEAF1,PTPRD,Human,LR
DEAF1,SDK1,Human,LR
DEAF1,SDK2,Human,LR
DEFA1,ADRA1B,Human,LR
DEFA1,ADRA2C,Human,LR
DEFA1,ADRB1,Human,LR
DEFA1,CASR,Human,LR
DEFA1,CD180,Human,LR
DEFA1,CHRM2,Human,LR
DEFA1,CHRM5,Human,LR
DEFA1,CYSLTR2,Human,LR
DEFA1,DRD1,Human,LR
DEFA1,DRD3,Human,LR
DEFA1,DRD5,Human,LR
DEFA1,FFAR3,Human,LR
DEFA1,FFAR4,Human,LR
DEFA1,GPER1,Human,LR
DEFA1,GPR12,Human,LR
DEFA1,GPR132,Human,LR
DEFA1,GPR139,Human,LR
DEFA1,GPR15,Human,LR
DEFA1,GPR17,Human,LR
DEFA1,GPR174,Human,LR
DEFA1,GPR183,Human,LR
DEFA1,GPR3,Human,LR
DEFA1,GPR34,Human,LR
DEFA1,GPR4,Human,LR
DEFA1,GPR6,Human,LR
DEFA1,GPR83,Human,LR
DEFA1,GPR87,Human,LR
DEFA1,GRM2,Human,LR
DEFA1,GRM6,Human,LR
DEFA1,GRM8,Human,LR
DEFA1,LPAR5,Human,LR
DEFA1,LTB4R,Human,LR
DEFA1,LTB4R2,Human,LR
DEFA1,NPY4R2,Human,LR
DEFA1,OPN3,Human,LR
DEFA1,OPN4,Human,LR
DEFA1,P2RY1,Human,LR
DEFA1,P2RY10,Human,LR
DEFA1,P2RY11,Human,LR
DEFA1,P2RY2,Human,LR
DEFA1,P2RY4,Human,LR
DEFA1,P2RY6,Human,LR
DEFA1,P2RY8,Human,LR
DEFA1,PTAFR,Human,LR
DEFA1,S1PR2,Human,LR
DEFA1,TLR10,Human,LR
DEFA3,ADRA1B,Human,LR
DEFA3,ADRA2C,Human,LR
DEFA3,ADRB1,Human,LR
DEFA3,CASR,Human,LR
DEFA3,CD180,Human,LR
DEFA3,CHRM2,Human,LR
DEFA3,CHRM5,Human,LR
DEFA3,CYSLTR2,Human,LR
DEFA3,DRD1,Human,LR
DEFA3,DRD3,Human,LR
DEFA3,DRD5,Human,LR
DEFA3,FFAR3,Human,LR
DEFA3,FFAR4,Human,LR
DEFA3,GPER1,Human,LR
DEFA3,GPR12,Human,LR
DEFA3,GPR132,Human,LR
DEFA3,GPR139,Human,LR
DEFA3,GPR15,Human,LR
DEFA3,GPR17,Human,LR
DEFA3,GPR174,Human,LR
DEFA3,GPR183,Human,LR
DEFA3,GPR3,Human,LR
DEFA3,GPR34,Human,LR
DEFA3,GPR4,Human,LR
DEFA3,GPR6,Human,LR
DEFA3,GPR83,Human,LR
DEFA3,GPR87,Human,LR
DEFA3,GRM2,Human,LR
DEFA3,GRM6,Human,LR
DEFA3,GRM8,Human,LR
DEFA3,LPAR5,Human,LR
DEFA3,LRP1B,Human,LR
DEFA3,LTB4R,Human,LR
DEFA3,LTB4R2,Human,LR
DEFA3,NPY4R2,Human,LR
DEFA3,OPN3,Human,LR
DEFA3,OPN4,Human,LR
DEFA3,P2RY1,Human,LR
DEFA3,P2RY10,Human,LR
DEFA3,P2RY11,Human,LR
DEFA3,P2RY2,Human,LR
DEFA3,P2RY4,Human,LR
DEFA3,P2RY6,Human,LR
DEFA3,P2RY8,Human,LR
DEFA3,PTAFR,Human,LR
DEFA3,S1PR2,Human,LR
DEFA3,TLR10,Human,LR
DEFA4,ADRA1B,Human,LR
DEFA4,ADRA2C,Human,LR
DEFA4,ADRB1,Human,LR
DEFA4,CD180,Human,LR
DEFA4,CHRM2,Human,LR
DEFA4,CHRM5,Human,LR
DEFA4,CYSLTR2,Human,LR
DEFA4,DRD1,Human,LR
DEFA4,DRD3,Human,LR
DEFA4,DRD5,Human,LR
DEFA4,FFAR3,Human,LR
DEFA4,FFAR4,Human,LR
DEFA4,GPER1,Human,LR
DEFA4,GPR12,Human,LR
DEFA4,GPR132,Human,LR
DEFA4,GPR15,Human,LR
DEFA4,GPR17,Human,LR
DEFA4,GPR174,Human,LR
DEFA4,GPR183,Human,LR
DEFA4,GPR3,Human,LR
DEFA4,GPR34,Human,LR
DEFA4,GPR4,Human,LR
DEFA4,GPR6,Human,LR
DEFA4,GPR83,Human,LR
DEFA4,GPR87,Human,LR
DEFA4,GRM2,Human,LR
DEFA4,GRM6,Human,LR
DEFA4,GRM8,Human,LR
DEFA4,LPAR5,Human,LR
DEFA4,LTB4R,Human,LR
DEFA4,LTB4R2,Human,LR
DEFA4,NPY4R2,Human,LR
DEFA4,OPN3,Human,LR
DEFA4,OPN4,Human,LR
DEFA4,P2RY1,Human,LR
DEFA4,P2RY10,Human,LR
DEFA4,P2RY11,Human,LR
DEFA4,P2RY2,Human,LR
DEFA4,P2RY4,Human,LR
DEFA4,P2RY6,Human,LR
DEFA4,P2RY8,Human,LR
DEFA4,PTAFR,Human,LR
DEFA4,S1PR2,Human,LR
DEFA4,TLR10,Human,LR
DEFA5,ADRA1B,Human,LR
DEFA5,ADRA2C,Human,LR
DEFA5,ADRB1,Human,LR
DEFA5,CASR,Human,LR
DEFA5,CD180,Human,LR
DEFA5,CHRM2,Human,LR
DEFA5,CHRM5,Human,LR
DEFA5,CYSLTR2,Human,LR
DEFA5,DRD1,Human,LR
DEFA5,DRD3,Human,LR
DEFA5,DRD5,Human,LR
DEFA5,FFAR3,Human,LR
DEFA5,FFAR4,Human,LR
DEFA5,GPER1,Human,LR
DEFA5,GPR12,Human,LR
DEFA5,GPR132,Human,LR
DEFA5,GPR15,Human,LR
DEFA5,GPR17,Human,LR
DEFA5,GPR174,Human,LR
DEFA5,GPR183,Human,LR
DEFA5,GPR3,Human,LR
DEFA5,GPR34,Human,LR
DEFA5,GPR4,Human,LR
DEFA5,GPR6,Human,LR
DEFA5,GPR83,Human,LR
DEFA5,GPR87,Human,LR
DEFA5,GRM2,Human,LR
DEFA5,GRM6,Human,LR
DEFA5,GRM8,Human,LR
DEFA5,LPAR5,Human,LR
DEFA5,LTB4R,Human,LR
DEFA5,LTB4R2,Human,LR
DEFA5,NPY4R2,Human,LR
DEFA5,OPN3,Human,LR
DEFA5,OPN4,Human,LR
DEFA5,P2RY1,Human,LR
DEFA5,P2RY10,Human,LR
DEFA5,P2RY11,Human,LR
DEFA5,P2RY2,Human,LR
DEFA5,P2RY4,Human,LR
DEFA5,P2RY6,Human,LR
DEFA5,P2RY8,Human,LR
DEFA5,PTAFR,Human,LR
DEFA5,S1PR2,Human,LR
DEFA5,TLR10,Human,LR
DEFA6,ADRA1B,Human,LR
DEFA6,ADRA2C,Human,LR
DEFA6,CASR,Human,LR
DEFA6,CD180,Human,LR
DEFA6,CHRM2,Human,LR
DEFA6,CHRM5,Human,LR
DEFA6,CYSLTR2,Human,LR
DEFA6,DRD1,Human,LR
DEFA6,DRD3,Human,LR
DEFA6,DRD5,Human,LR
DEFA6,FFAR3,Human,LR
DEFA6,FFAR4,Human,LR
DEFA6,GPER1,Human,LR
DEFA6,GPR12,Human,LR
DEFA6,GPR132,Human,LR
DEFA6,GPR15,Human,LR
DEFA6,GPR17,Human,LR
DEFA6,GPR174,Human,LR
DEFA6,GPR183,Human,LR
DEFA6,GPR3,Human,LR
DEFA6,GPR34,Human,LR
DEFA6,GPR4,Human,LR
DEFA6,GPR6,Human,LR
DEFA6,GPR83,Human,LR
DEFA6,GPR87,Human,LR
DEFA6,GRM2,Human,LR
DEFA6,GRM6,Human,LR
DEFA6,GRM8,Human,LR
DEFA6,LPAR5,Human,LR
DEFA6,LTB4R,Human,LR
DEFA6,LTB4R2,Human,LR
DEFA6,NPY4R2,Human,LR
DEFA6,OPN4,Human,LR
DEFA6,P2RY1,Human,LR
DEFA6,P2RY10,Human,LR
DEFA6,P2RY11,Human,LR
DEFA6,P2RY2,Human,LR
DEFA6,P2RY4,Human,LR
DEFA6,P2RY6,Human,LR
DEFA6,P2RY8,Human,LR
DEFA6,PTAFR,Human,LR
DEFA6,S1PR2,Human,LR
DEFA6,TLR10,Human,LR
DEFB105A,CHRM2,Human,LR
DEFB105A,GPER1,Human,LR
DEFB105A,P2RY1,Human,LR
DEFB105A,P2RY2,Human,LR
DEFB105A,P2RY4,Human,LR
DEFB105A,P2RY6,Human,LR
DEFB105A,P2RY8,Human,LR
DEFB107A,CHRM2,Human,LR
DEFB107A,DRD3,Human,LR
DEFB107A,FFAR3,Human,LR
DEFB107A,GPER1,Human,LR
DEFB107A,GPR132,Human,LR
DEFB107A,GPR15,Human,LR
DEFB107A,GPR17,Human,LR
DEFB107A,GPR174,Human,LR
DEFB107A,GPR183,Human,LR
DEFB107A,GPR4,Human,LR
DEFB107A,GPR87,Human,LR
DEFB107A,LPAR5,Human,LR
DEFB107A,LTB4R,Human,LR
DEFB107A,LTB4R2,Human,LR
DEFB107A,P2RY1,Human,LR
DEFB107A,P2RY2,Human,LR
DEFB107A,P2RY4,Human,LR
DEFB107A,P2RY6,Human,LR
DEFB107A,P2RY8,Human,LR
DEFB107A,PTAFR,Human,LR
DEFB107A,S1PR2,Human,LR
DEFB109B,ADRA1B,Human,LR
DEFB109B,ADRA2C,Human,LR
DEFB109B,CHRM2,Human,LR
DEFB109B,CYSLTR2,Human,LR
DEFB109B,DRD3,Human,LR
DEFB109B,DRD5,Human,LR
DEFB109B,FFAR3,Human,LR
DEFB109B,FFAR4,Human,LR
DEFB109B,GPER1,Human,LR
DEFB109B,GPR132,Human,LR
DEFB109B,GPR15,Human,LR
DEFB109B,GPR17,Human,LR
DEFB109B,GPR174,Human,LR
DEFB109B,GPR183,Human,LR
DEFB109B,GPR3,Human,LR
DEFB109B,GPR34,Human,LR
DEFB109B,GPR4,Human,LR
DEFB109B,GPR83,Human,LR
DEFB109B,GPR87,Human,LR
DEFB109B,GRM2,Human,LR
DEFB109B,LPAR5,Human,LR
DEFB109B,LTB4R,Human,LR
DEFB109B,LTB4R2,Human,LR
DEFB109B,NPY4R2,Human,LR
DEFB109B,P2RY1,Human,LR
DEFB109B,P2RY10,Human,LR
DEFB109B,P2RY11,Human,LR
DEFB109B,P2RY2,Human,LR
DEFB109B,P2RY4,Human,LR
DEFB109B,P2RY6,Human,LR
DEFB109B,P2RY8,Human,LR
DEFB109B,PTAFR,Human,LR
DEFB109B,S1PR2,Human,LR
DEFB113,GPER1,Human,LR
DEFB113,P2RY1,Human,LR
DEFB113,P2RY2,Human,LR
DEFB113,P2RY4,Human,LR
DEFB113,P2RY8,Human,LR
DEFB116,GPER1,Human,LR
DEFB116,P2RY1,Human,LR
DEFB116,P2RY2,Human,LR
DEFB116,P2RY4,Human,LR
DEFB116,P2RY8,Human,LR
DEFB119,CD180,Human,LR
DEFB119,DRD3,Human,LR
DEFB119,FFAR3,Human,LR
DEFB119,GPER1,Human,LR
DEFB119,GPR132,Human,LR
DEFB119,GPR15,Human,LR
DEFB119,GPR17,Human,LR
DEFB119,GPR174,Human,LR
DEFB119,GPR4,Human,LR
DEFB119,GPR87,Human,LR
DEFB119,LPAR5,Human,LR
DEFB119,LTB4R,Human,LR
DEFB119,LTB4R2,Human,LR
DEFB119,P2RY1,Human,LR
DEFB119,P2RY2,Human,LR
DEFB119,P2RY4,Human,LR
DEFB119,P2RY6,Human,LR
DEFB119,P2RY8,Human,LR
DEFB119,S1PR2,Human,LR
DEFB121,DRD3,Human,LR
DEFB121,FFAR3,Human,LR
DEFB121,GPER1,Human,LR
DEFB121,GPR132,Human,LR
DEFB121,GPR15,Human,LR
DEFB121,GPR17,Human,LR
DEFB121,GPR174,Human,LR
DEFB121,GPR183,Human,LR
DEFB121,GPR4,Human,LR
DEFB121,GPR87,Human,LR
DEFB121,LPAR5,Human,LR
DEFB121,LTB4R,Human,LR
DEFB121,LTB4R2,Human,LR
DEFB121,P2RY1,Human,LR
DEFB121,P2RY2,Human,LR
DEFB121,P2RY4,Human,LR
DEFB121,P2RY6,Human,LR
DEFB121,P2RY8,Human,LR
DEFB121,PTAFR,Human,LR
DEFB121,S1PR2,Human,LR
DEFB129,GPER1,Human,LR
DEFB129,GRM2,Human,LR
DEFB129,P2RY1,Human,LR
DEFB129,P2RY4,Human,LR
DEFB129,S1PR2,Human,LR
DEFB131A,GPER1,Human,LR
DEFB131A,LTB4R2,Human,LR
DEFB131A,P2RY1,Human,LR
DEFB131A,P2RY2,Human,LR
DEFB131A,P2RY4,Human,LR
DEFB131A,P2RY6,Human,LR
DEFB131A,P2RY8,Human,LR
DEFB132,CD180,Human,LR
DEFB132,CHRM2,Human,LR
DEFB132,CYSLTR2,Human,LR
DEFB132,DRD3,Human,LR
DEFB132,FFAR3,Human,LR
DEFB132,FFAR4,Human,LR
DEFB132,GPER1,Human,LR
DEFB132,GPR132,Human,LR
DEFB132,GPR15,Human,LR
DEFB132,GPR17,Human,LR
DEFB132,GPR174,Human,LR
DEFB132,GPR183,Human,LR
DEFB132,GPR3,Human,LR
DEFB132,GPR34,Human,LR
DEFB132,GPR4,Human,LR
DEFB132,GPR87,Human,LR
DEFB132,GRM2,Human,LR
DEFB132,LPAR5,Human,LR
DEFB132,LTB4R,Human,LR
DEFB132,LTB4R2,Human,LR
DEFB132,P2RY1,Human,LR
DEFB132,P2RY10,Human,LR
DEFB132,P2RY2,Human,LR
DEFB132,P2RY4,Human,LR
DEFB132,P2RY6,Human,LR
DEFB132,P2RY8,Human,LR
DEFB132,PTAFR,Human,LR
DEFB132,S1PR2,Human,LR
DEFB132,TLR10,Human,LR
DEFB133,FFAR3,Human,LR
DEFB133,GPER1,Human,LR
DEFB133,GPR15,Human,LR
DEFB133,GPR17,Human,LR
DEFB133,GPR183,Human,LR
DEFB133,GPR4,Human,LR
DEFB133,GPR87,Human,LR
DEFB133,LTB4R,Human,LR
DEFB133,P2RY1,Human,LR
DEFB133,P2RY2,Human,LR
DEFB133,P2RY4,Human,LR
DEFB133,P2RY6,Human,LR
DEFB133,P2RY8,Human,LR
DEFB134,CHRM2,Human,LR
DEFB134,FFAR3,Human,LR
DEFB134,GPER1,Human,LR
DEFB134,GPR132,Human,LR
DEFB134,GPR15,Human,LR
DEFB134,GPR17,Human,LR
DEFB134,GPR174,Human,LR
DEFB134,GPR183,Human,LR
DEFB134,GPR34,Human,LR
DEFB134,GPR4,Human,LR
DEFB134,GPR87,Human,LR
DEFB134,LPAR5,Human,LR
DEFB134,LTB4R,Human,LR
DEFB134,LTB4R2,Human,LR
DEFB134,P2RY1,Human,LR
DEFB134,P2RY2,Human,LR
DEFB134,P2RY4,Human,LR
DEFB134,P2RY6,Human,LR
DEFB134,P2RY8,Human,LR
DEFB134,PTAFR,Human,LR
DEFB134,S1PR2,Human,LR
DEFB135,GPER1,Human,LR
DEFB135,GPR17,Human,LR
DEFB135,GPR4,Human,LR
DEFB135,GPR87,Human,LR
DEFB135,LPAR5,Human,LR
DEFB135,LTB4R,Human,LR
DEFB135,LTB4R2,Human,LR
DEFB135,P2RY1,Human,LR
DEFB135,P2RY2,Human,LR
DEFB135,P2RY4,Human,LR
DEFB135,P2RY6,Human,LR
DEFB135,P2RY8,Human,LR
DEFB136,GPER1,Human,LR
DEFB136,LTB4R2,Human,LR
DEFB136,P2RY1,Human,LR
DEFB136,P2RY2,Human,LR
DEFB136,P2RY4,Human,LR
DEFB136,P2RY6,Human,LR
DEFB136,P2RY8,Human,LR
DKKL1,CHRM2,Human,LR
DKKL1,GPER1,Human,LR
DKKL1,GRM2,Human,LR
DKKL1,GRM6,Human,LR
DKKL1,P2RY1,Human,LR
DKKL1,P2RY2,Human,LR
DKKL1,P2RY4,Human,LR
DKKL1,P2RY8,Human,LR
DKKL1,S1PR2,Human,LR
DMKN,INSRR,Human,LR
DMKN,LRP1B,Human,LR
ECM1,INSRR,Human,LR
ECM1,LRP1B,Human,LR
ECM2,INSRR,Human,LR
ECM2,LRP1B,Human,LR
ECRG4,CHRM2,Human,LR
ECRG4,GPER1,Human,LR
ECRG4,GRM2,Human,LR
ECRG4,GRM6,Human,LR
ECRG4,P2RY1,Human,LR
ECRG4,P2RY4,Human,LR
ECRG4,P2RY8,Human,LR
ECRG4,S1PR2,Human,LR
EGFL6,INSRR,Human,LR
EGFL6,LRP1B,Human,LR
EGFL7,INSRR,Human,LR
EGFL7,LRP1B,Human,LR
EGFL8,INSRR,Human,LR
EGFL8,LRP1B,Human,LR
EMC10,ADGRL3,Human,LR
EMC10,DSCAML1,Human,LR
EMC10,INSRR,Human,LR
EMC10,LRP1B,Human,LR
EMC10,NFASC,Human,LR
EMC10,PTPRD,Human,LR
EMC10,SDK1,Human,LR
EMC10,SDK2,Human,LR
EMILIN1,INSRR,Human,LR
EMILIN1,LRP1B,Human,LR
EMILIN2,INSRR,Human,LR
EMILIN2,LRP1B,Human,LR
EMILIN3,INSRR,Human,LR
EMILIN3,LRP1B,Human,LR
ENAM,INSRR,Human,LR
ENAM,LRP1B,Human,LR
ENHO,ADGRL3,Human,LR
ENHO,INSRR,Human,LR
ENHO,LRP1B,Human,LR
ENOX1,ADGRL3,Human,LR
ENOX1,DSCAML1,Human,LR
ENOX1,INSRR,Human,LR
ENOX1,LRP1B,Human,LR
ENOX1,NFASC,Human,LR
ENOX1,PTPRD,Human,LR
ENOX1,SDK2,Human,LR
ENOX2,ADGRL3,Human,LR
ENOX2,INSRR,Human,LR
ENOX2,LRP1B,Human,LR
ENOX2,NFASC,Human,LR
ENOX2,PTPRD,Human,LR
ENOX2,SDK2,Human,LR
EPDR1,ADGRL3,Human,LR
EPDR1,INSRR,Human,LR
EPDR1,LRP1B,Human,LR
EPDR1,NFASC,Human,LR
EPDR1,PTPRD,Human,LR
ERFE,ADGRL3,Human,LR
ERFE,INSRR,Human,LR
ERFE,LRP1B,Human,LR
ERFE,NFASC,Human,LR
ERFE,PTPRD,Human,LR
ERFE,SDK1,Human,LR
ERFE,SDK2,Human,LR
ERO1A,ADGRL3,Human,LR
ERO1A,INSRR,Human,LR
ERO1A,LRP1B,Human,LR
ERO1A,NFASC,Human,LR
ERO1A,PTPRD,Human,LR
ERO1A,SDK2,Human,LR
FAM180B,INSRR,Human,LR
FAM180B,LRP1B,Human,LR
FAM20C,ADGRL3,Human,LR
FAM20C,DSCAML1,Human,LR
FAM20C,INSRR,Human,LR
FAM20C,LRP1B,Human,LR
FAM20C,NFASC,Human,LR
FAM20C,PTPRD,Human,LR
FAM20C,SDK2,Human,LR
FAM24A,GPER1,Human,LR
FAM24A,P2RY1,Human,LR
FAM24A,P2RY4,Human,LR
FBLN5,INSRR,Human,LR
FBLN5,LRP1B,Human,LR
FBLN7,INSRR,Human,LR
FBLN7,LRP1B,Human,LR
FCER2,INSRR,Human,LR
FCER2,LRP1B,Human,LR
FCGBP,INSRR,Human,LR
FCGBP,LRP1B,Human,LR
FDCSP,CHRM2,Human,LR
FDCSP,GPER1,Human,LR
FDCSP,GRM2,Human,LR
FDCSP,GRM6,Human,LR
FDCSP,P2RY1,Human,LR
FDCSP,P2RY2,Human,LR
FDCSP,P2RY4,Human,LR
FDCSP,P2RY8,Human,LR
FDCSP,S1PR2,Human,LR
FGFBP3,GRM2,Human,LR
FMOD,INSRR,Human,LR
FMOD,LRP1B,Human,LR
FMOD,MEGF11,Human,LR
FMOD,MRC1,Human,LR
FMOD,NFASC,Human,LR
FMOD,SDK1,Human,LR
FMOD,SDK2,Human,LR
FMOD,STAB1,Human,LR
FNDC4,INSRR,Human,LR
FNDC4,LRP1B,Human,LR
FNDC4,NFASC,Human,LR
FNDC5,ADGRL3,Human,LR
FNDC5,DSCAML1,Human,LR
FNDC5,INSRR,Human,LR
FNDC5,LRP1B,Human,LR
FNDC5,NFASC,Human,LR
FNDC5,PTPRD,Human,LR
FNDC5,SDK1,Human,LR
FNDC5,SDK2,Human,LR
FRZB,ADGRL3,Human,LR
FRZB,DSCAML1,Human,LR
FRZB,INSRR,Human,LR
FRZB,LRP1B,Human,LR
FRZB,NFASC,Human,LR
FRZB,PTPRD,Human,LR
FRZB,SDK2,Human,LR
GGH,GPER1,Human,LR
GGH,P2RY1,Human,LR
GGH,P2RY4,Human,LR
GKN2,FFAR3,Human,LR
GKN2,GPER1,Human,LR
GKN2,P2RY1,Human,LR
GKN2,P2RY4,Human,LR
GKN2,P2RY8,Human,LR
GKN3P,FFAR3,Human,LR
GKN3P,GPER1,Human,LR
GKN3P,GPR15,Human,LR
GKN3P,GPR17,Human,LR
GKN3P,GPR4,Human,LR
GKN3P,GPR87,Human,LR
GKN3P,LTB4R,Human,LR
GKN3P,P2RY1,Human,LR
GKN3P,P2RY2,Human,LR
GKN3P,P2RY4,Human,LR
GKN3P,P2RY6,Human,LR
GKN3P,P2RY8,Human,LR
GKN3P,S1PR2,Human,LR
GNLY,CHRM2,Human,LR
GNLY,GPER1,Human,LR
GNLY,GRM2,Human,LR
GNLY,P2RY1,Human,LR
GNLY,P2RY2,Human,LR
GNLY,P2RY4,Human,LR
GNLY,P2RY8,Human,LR
GNLY,S1PR2,Human,LR
GPHB5,GPER1,Human,LR
GPHB5,GRM2,Human,LR
GPHB5,GRM6,Human,LR
GPHB5,S1PR2,Human,LR
GPR15L,CHRM2,Human,LR
GPR15L,DRD3,Human,LR
GPR15L,DRD5,Human,LR
GPR15L,GPER1,Human,LR
GPR15L,GPR15,Human,LR
GPR15L,GPR17,Human,LR
GPR15L,GPR174,Human,LR
GPR15L,GPR4,Human,LR
GPR15L,GPR87,Human,LR
GPR15L,GRM2,Human,LR
GPR15L,GRM6,Human,LR
GPR15L,GRM8,Human,LR
GPR15L,LPAR5,Human,LR
GPR15L,LTB4R,Human,LR
GPR15L,LTB4R2,Human,LR
GPR15L,NPY4R2,Human,LR
GPR15L,P2RY1,Human,LR
GPR15L,P2RY2,Human,LR
GPR15L,P2RY4,Human,LR
GPR15L,P2RY6,Human,LR
GPR15L,P2RY8,Human,LR
GPR15L,S1PR2,Human,LR
GREM2,ADGRL3,Human,LR
GREM2,INSRR,Human,LR
GREM2,LRP1B,Human,LR
GREM2,NFASC,Human,LR
HAMP,ADRA1B,Human,LR
HAMP,ADRA2C,Human,LR
HAMP,CHRM2,Human,LR
HAMP,CHRM5,Human,LR
HAMP,DRD1,Human,LR
HAMP,DRD3,Human,LR
HAMP,DRD5,Human,LR
HAMP,FFAR3,Human,LR
HAMP,FFAR4,Human,LR
HAMP,GPER1,Human,LR
HAMP,GPR132,Human,LR
HAMP,GPR15,Human,LR
HAMP,GPR17,Human,LR
HAMP,GPR174,Human,LR
HAMP,GPR3,Human,LR
HAMP,GPR4,Human,LR
HAMP,GPR83,Human,LR
HAMP,GPR87,Human,LR
HAMP,GRM2,Human,LR
HAMP,GRM6,Human,LR
HAMP,GRM8,Human,LR
HAMP,LPAR5,Human,LR
HAMP,LTB4R,Human,LR
HAMP,LTB4R2,Human,LR
HAMP,NPY4R2,Human,LR
HAMP,OPN4,Human,LR
HAMP,P2RY1,Human,LR
HAMP,P2RY10,Human,LR
HAMP,P2RY11,Human,LR
HAMP,P2RY2,Human,LR
HAMP,P2RY4,Human,LR
HAMP,P2RY6,Human,LR
HAMP,P2RY8,Human,LR
HAMP,PTAFR,Human,LR
HAMP,S1PR2,Human,LR
HDGF,ADGRL3,Human,LR
HDGF,CHRM2,Human,LR
HDGF,DSCAML1,Human,LR
HDGF,GPER1,Human,LR
HDGF,GRM2,Human,LR
HDGF,GRM6,Human,LR
HDGF,INSRR,Human,LR
HDGF,LRP1B,Human,LR
HDGF,NFASC,Human,LR
HDGF,PTPRD,Human,LR
HDGF,S1PR2,Human,LR
HDGF,SDK1,Human,LR
HDGF,SDK2,Human,LR
HGFAC,INSRR,Human,LR
HGFAC,LRP1B,Human,LR
HTN1,ADRA1B,Human,LR
HTN1,CD180,Human,LR
HTN1,CHRM2,Human,LR
HTN1,GPER1,Human,LR
HTN1,GPR4,Human,LR
HTN1,GPR87,Human,LR
HTN1,GRM2,Human,LR
HTN1,GRM6,Human,LR
HTN1,GRM8,Human,LR
HTN1,P2RY1,Human,LR
HTN1,P2RY2,Human,LR
HTN1,P2RY4,Human,LR
HTN1,P2RY8,Human,LR
HTN1,S1PR2,Human,LR
HTN1,TLR10,Human,LR
HTN3,CHRM2,Human,LR
HTN3,GPER1,Human,LR
HTN3,GRM2,Human,LR
HTN3,P2RY1,Human,LR
HTN3,P2RY2,Human,LR
HTN3,P2RY4,Human,LR
HTN3,P2RY8,Human,LR
HTN3,S1PR2,Human,LR
IFI30,CHRM2,Human,LR
IFI30,GPER1,Human,LR
IFI30,GRM2,Human,LR
IFI30,P2RY1,Human,LR
IFI30,P2RY2,Human,LR
IFI30,P2RY4,Human,LR
IFI30,P2RY8,Human,LR
IFI30,S1PR2,Human,LR
IGFALS,ADGRL3,Human,LR
IGFALS,DSCAML1,Human,LR
IGFALS,FRAS1,Human,LR
IGFALS,INSRR,Human,LR
IGFALS,LRP1B,Human,LR
IGFALS,MEGF11,Human,LR
IGFALS,MRC1,Human,LR
IGFALS,NFASC,Human,LR
IGFALS,PEAR1,Human,LR
IGFALS,PTPRD,Human,LR
IGFALS,SDK1,Human,LR
IGFALS,SDK2,Human,LR
IGFALS,STAB1,Human,LR
IGFBP2,ADGRL3,Human,LR
IGFBP2,INSRR,Human,LR
IGFBP2,LRP1B,Human,LR
IGFBP2,NFASC,Human,LR
IGFBP3,ADGRL3,Human,LR
IGFBP3,INSRR,Human,LR
IGFBP3,LRP1B,Human,LR
IGFBP3,NFASC,Human,LR
IGFBP3,SDK2,Human,LR
IGFBP7,ADGRL3,Human,LR
IGFBP7,DSCAML1,Human,LR
IGFBP7,INSRR,Human,LR
IGFBP7,LRP1B,Human,LR
IGFBP7,NFASC,Human,LR
IGFBP7,PTPRD,Human,LR
IGFBP7,SDK1,Human,LR
IGFBP7,SDK2,Human,LR
IGFBPL1,ADGRL3,Human,LR
IGFBPL1,INSRR,Human,LR
