ligand,receptor,type,species
CSTL1,GPR183,LR,Human
CSTL1,GPR3,LR,Human
CSTL1,GPR4,LR,Human
CSTL1,GPR87,LR,Human
CSTL1,GRM2,LR,Human
CSTL1,LPAR5,LR,Human
CSTL1,LTB4R,LR,Human
CSTL1,LTB4R2,LR,Human
CSTL1,P2RY1,LR,Human
CSTL1,P2RY10,LR,Human
CSTL1,P2RY2,LR,Human
CSTL1,P2RY4,LR,Human
CSTL1,P2RY6,LR,Human
CSTL1,P2RY8,LR,Human
CSTL1,PTAFR,LR,Human
CSTL1,S1PR2,LR,Human
DAND5,ADGRL3,LR,Human
DAND5,GPER1,LR,Human
DAND5,GRM2,LR,Human
DAND5,GRM6,LR,Human
DAND5,GRM8,LR,Human
DAND5,INSRR,LR,Human
DAND5,LRP1B,LR,Human
DAND5,S1PR2,LR,Human
DCD,GPER1,LR,Human
DEAF1,ADGRL3,LR,Human
DEAF1,DSCAML1,LR,Human
DEAF1,INSRR,LR,Human
DEAF1,LRP1B,LR,Human
DEAF1,NFASC,LR,Human
DEAF1,PTPRD,LR,Human
DEAF1,SDK1,LR,Human
DEAF1,SDK2,LR,Human
DEFA1,ADRA1B,LR,Human
DEFA1,ADRA2C,LR,Human
DEFA1,ADRB1,LR,Human
DEFA1,CASR,LR,Human
DEFA1,CD180,LR,Human
DEFA1,CHRM2,LR,Human
DEFA1,CHRM5,LR,Human
DEFA1,CYSLTR2,LR,Human
DEFA1,DRD1,LR,Human
DEFA1,DRD3,LR,Human
DEFA1,DRD5,LR,Human
DEFA1,FFAR3,LR,Human
DEFA1,FFAR4,LR,Human
DEFA1,GPER1,LR,Human
DEFA1,GPR12,LR,Human
DEFA1,GPR132,LR,Human
DEFA1,GPR139,LR,Human
DEFA1,GPR15,LR,Human
DEFA1,GPR17,LR,Human
DEFA1,GPR174,LR,Human
DEFA1,GPR183,LR,Human
DEFA1,GPR3,LR,Human
DEFA1,GPR34,LR,Human
DEFA1,GPR4,LR,Human
DEFA1,GPR6,LR,Human
DEFA1,GPR83,LR,Human
DEFA1,GPR87,LR,Human
DEFA1,GRM2,LR,Human
DEFA1,GRM6,LR,Human
DEFA1,GRM8,LR,Human
DEFA1,LPAR5,LR,Human
DEFA1,LTB4R,LR,Human
DEFA1,LTB4R2,LR,Human
DEFA1,NPY4R2,LR,Human
DEFA1,OPN3,LR,Human
DEFA1,OPN4,LR,Human
DEFA1,P2RY1,LR,Human
DEFA1,P2RY10,LR,Human
DEFA1,P2RY11,LR,Human
DEFA1,P2RY2,LR,Human
DEFA1,P2RY4,LR,Human
DEFA1,P2RY6,LR,Human
DEFA1,P2RY8,LR,Human
DEFA1,PTAFR,LR,Human
DEFA1,S1PR2,LR,Human
DEFA1,TLR10,LR,Human
DEFA3,ADRA1B,LR,Human
DEFA3,ADRA2C,LR,Human
DEFA3,ADRB1,LR,Human
DEFA3,CASR,LR,Human
DEFA3,CD180,LR,Human
DEFA3,CHRM2,LR,Human
DEFA3,CHRM5,LR,Human
DEFA3,CYSLTR2,LR,Human
DEFA3,DRD1,LR,Human
DEFA3,DRD3,LR,Human
DEFA3,DRD5,LR,Human
DEFA3,FFAR3,LR,Human
DEFA3,FFAR4,LR,Human
DEFA3,GPER1,LR,Human
DEFA3,GPR12,LR,Human
DEFA3,GPR132,LR,Human
DEFA3,GPR139,LR,Human
DEFA3,GPR15,LR,Human
DEFA3,GPR17,LR,Human
DEFA3,GPR174,LR,Human
DEFA3,GPR183,LR,Human
DEFA3,GPR3,LR,Human
DEFA3,GPR34,LR,Human
DEFA3,GPR4,LR,Human
DEFA3,GPR6,LR,Human
DEFA3,GPR83,LR,Human
DEFA3,GPR87,LR,Human
DEFA3,GRM2,LR,Human
DEFA3,GRM6,LR,Human
DEFA3,GRM8,LR,Human
DEFA3,LPAR5,LR,Human
DEFA3,LRP1B,LR,Human
DEFA3,LTB4R,LR,Human
DEFA3,LTB4R2,LR,Human
DEFA3,NPY4R2,LR,Human
DEFA3,OPN3,LR,Human
DEFA3,OPN4,LR,Human
DEFA3,P2RY1,LR,Human
DEFA3,P2RY10,LR,Human
DEFA3,P2RY11,LR,Human
DEFA3,P2RY2,LR,Human
DEFA3,P2RY4,LR,Human
DEFA3,P2RY6,LR,Human
DEFA3,P2RY8,LR,Human
DEFA3,PTAFR,LR,Human
DEFA3,S1PR2,LR,Human
DEFA3,TLR10,LR,Human
DEFA4,ADRA1B,LR,Human
DEFA4,ADRA2C,LR,Human
DEFA4,ADRB1,LR,Human
DEFA4,CD180,LR,Human
DEFA4,CHRM2,LR,Human
DEFA4,CHRM5,LR,Human
DEFA4,CYSLTR2,LR,Human
DEFA4,DRD1,LR,Human
DEFA4,DRD3,LR,Human
DEFA4,DRD5,LR,Human
DEFA4,FFAR3,LR,Human
DEFA4,FFAR4,LR,Human
DEFA4,GPER1,LR,Human
DEFA4,GPR12,LR,Human
DEFA4,GPR132,LR,Human
DEFA4,GPR15,LR,Human
DEFA4,GPR17,LR,Human
DEFA4,GPR174,LR,Human
DEFA4,GPR183,LR,Human
DEFA4,GPR3,LR,Human
DEFA4,GPR34,LR,Human
DEFA4,GPR4,LR,Human
DEFA4,GPR6,LR,Human
DEFA4,GPR83,LR,Human
DEFA4,GPR87,LR,Human
DEFA4,GRM2,LR,Human
DEFA4,GRM6,LR,Human
DEFA4,GRM8,LR,Human
DEFA4,LPAR5,LR,Human
DEFA4,LTB4R,LR,Human
DEFA4,LTB4R2,LR,Human
DEFA4,NPY4R2,LR,Human
DEFA4,OPN3,LR,Human
DEFA4,OPN4,LR,Human
DEFA4,P2RY1,LR,Human
DEFA4,P2RY10,LR,Human
DEFA4,P2RY11,LR,Human
DEFA4,P2RY2,LR,Human
DEFA4,P2RY4,LR,Human
DEFA4,P2RY6,LR,Human
DEFA4,P2RY8,LR,Human
DEFA4,PTAFR,LR,Human
DEFA4,S1PR2,LR,Human
DEFA4,TLR10,LR,Human
DEFA5,ADRA1B,LR,Human
DEFA5,ADRA2C,LR,Human
DEFA5,ADRB1,LR,Human
DEFA5,CASR,LR,Human
DEFA5,CD180,LR,Human
DEFA5,CHRM2,LR,Human
DEFA5,CHRM5,LR,Human
DEFA5,CYSLTR2,LR,Human
DEFA5,DRD1,LR,Human
DEFA5,DRD3,LR,Human
DEFA5,DRD5,LR,Human
DEFA5,FFAR3,LR,Human
DEFA5,FFAR4,LR,Human
DEFA5,GPER1,LR,Human
DEFA5,GPR12,LR,Human
DEFA5,GPR132,LR,Human
DEFA5,GPR15,LR,Human
DEFA5,GPR17,LR,Human
DEFA5,GPR174,LR,Human
DEFA5,GPR183,LR,Human
DEFA5,GPR3,LR,Human
DEFA5,GPR34,LR,Human
DEFA5,GPR4,LR,Human
DEFA5,GPR6,LR,Human
DEFA5,GPR83,LR,Human
DEFA5,GPR87,LR,Human
DEFA5,GRM2,LR,Human
DEFA5,GRM6,LR,Human
DEFA5,GRM8,LR,Human
DEFA5,LPAR5,LR,Human
DEFA5,LTB4R,LR,Human
DEFA5,LTB4R2,LR,Human
DEFA5,NPY4R2,LR,Human
DEFA5,OPN3,LR,Human
DEFA5,OPN4,LR,Human
DEFA5,P2RY1,LR,Human
DEFA5,P2RY10,LR,Human
DEFA5,P2RY11,LR,Human
DEFA5,P2RY2,LR,Human
DEFA5,P2RY4,LR,Human
DEFA5,P2RY6,LR,Human
DEFA5,P2RY8,LR,Human
DEFA5,PTAFR,LR,Human
DEFA5,S1PR2,LR,Human
DEFA5,TLR10,LR,Human
DEFA6,ADRA1B,LR,Human
DEFA6,ADRA2C,LR,Human
DEFA6,CASR,LR,Human
DEFA6,CD180,LR,Human
DEFA6,CHRM2,LR,Human
DEFA6,CHRM5,LR,Human
DEFA6,CYSLTR2,LR,Human
DEFA6,DRD1,LR,Human
DEFA6,DRD3,LR,Human
DEFA6,DRD5,LR,Human
DEFA6,FFAR3,LR,Human
DEFA6,FFAR4,LR,Human
DEFA6,GPER1,LR,Human
DEFA6,GPR12,LR,Human
DEFA6,GPR132,LR,Human
DEFA6,GPR15,LR,Human
DEFA6,GPR17,LR,Human
DEFA6,GPR174,LR,Human
DEFA6,GPR183,LR,Human
DEFA6,GPR3,LR,Human
DEFA6,GPR34,LR,Human
DEFA6,GPR4,LR,Human
DEFA6,GPR6,LR,Human
DEFA6,GPR83,LR,Human
DEFA6,GPR87,LR,Human
DEFA6,GRM2,LR,Human
DEFA6,GRM6,LR,Human
DEFA6,GRM8,LR,Human
DEFA6,LPAR5,LR,Human
DEFA6,LTB4R,LR,Human
DEFA6,LTB4R2,LR,Human
DEFA6,NPY4R2,LR,Human
DEFA6,OPN4,LR,Human
DEFA6,P2RY1,LR,Human
DEFA6,P2RY10,LR,Human
DEFA6,P2RY11,LR,Human
DEFA6,P2RY2,LR,Human
DEFA6,P2RY4,LR,Human
DEFA6,P2RY6,LR,Human
DEFA6,P2RY8,LR,Human
DEFA6,PTAFR,LR,Human
DEFA6,S1PR2,LR,Human
DEFA6,TLR10,LR,Human
DEFB105A,CHRM2,LR,Human
DEFB105A,GPER1,LR,Human
DEFB105A,P2RY1,LR,Human
DEFB105A,P2RY2,LR,Human
DEFB105A,P2RY4,LR,Human
DEFB105A,P2RY6,LR,Human
DEFB105A,P2RY8,LR,Human
DEFB107A,CHRM2,LR,Human
DEFB107A,DRD3,LR,Human
DEFB107A,FFAR3,LR,Human
DEFB107A,GPER1,LR,Human
DEFB107A,GPR132,LR,Human
DEFB107A,GPR15,LR,Human
DEFB107A,GPR17,LR,Human
DEFB107A,GPR174,LR,Human
DEFB107A,GPR183,LR,Human
DEFB107A,GPR4,LR,Human
DEFB107A,GPR87,LR,Human
DEFB107A,LPAR5,LR,Human
DEFB107A,LTB4R,LR,Human
DEFB107A,LTB4R2,LR,Human
DEFB107A,P2RY1,LR,Human
DEFB107A,P2RY2,LR,Human
DEFB107A,P2RY4,LR,Human
DEFB107A,P2RY6,LR,Human
DEFB107A,P2RY8,LR,Human
DEFB107A,PTAFR,LR,Human
DEFB107A,S1PR2,LR,Human
DEFB109B,ADRA1B,LR,Human
DEFB109B,ADRA2C,LR,Human
DEFB109B,CHRM2,LR,Human
DEFB109B,CYSLTR2,LR,Human
DEFB109B,DRD3,LR,Human
DEFB109B,DRD5,LR,Human
DEFB109B,FFAR3,LR,Human
DEFB109B,FFAR4,LR,Human
DEFB109B,GPER1,LR,Human
DEFB109B,GPR132,LR,Human
DEFB109B,GPR15,LR,Human
DEFB109B,GPR17,LR,Human
DEFB109B,GPR174,LR,Human
DEFB109B,GPR183,LR,Human
DEFB109B,GPR3,LR,Human
DEFB109B,GPR34,LR,Human
DEFB109B,GPR4,LR,Human
DEFB109B,GPR83,LR,Human
DEFB109B,GPR87,LR,Human
DEFB109B,GRM2,LR,Human
DEFB109B,LPAR5,LR,Human
DEFB109B,LTB4R,LR,Human
DEFB109B,LTB4R2,LR,Human
DEFB109B,NPY4R2,LR,Human
DEFB109B,P2RY1,LR,Human
DEFB109B,P2RY10,LR,Human
DEFB109B,P2RY11,LR,Human
DEFB109B,P2RY2,LR,Human
DEFB109B,P2RY4,LR,Human
DEFB109B,P2RY6,LR,Human
DEFB109B,P2RY8,LR,Human
DEFB109B,PTAFR,LR,Human
DEFB109B,S1PR2,LR,Human
DEFB113,GPER1,LR,Human
DEFB113,P2RY1,LR,Human
DEFB113,P2RY2,LR,Human
DEFB113,P2RY4,LR,Human
DEFB113,P2RY8,LR,Human
DEFB116,GPER1,LR,Human
DEFB116,P2RY1,LR,Human
DEFB116,P2RY2,LR,Human
DEFB116,P2RY4,LR,Human
DEFB116,P2RY8,LR,Human
DEFB119,CD180,LR,Human
DEFB119,DRD3,LR,Human
DEFB119,FFAR3,LR,Human
DEFB119,GPER1,LR,Human
DEFB119,GPR132,LR,Human
DEFB119,GPR15,LR,Human
DEFB119,GPR17,LR,Human
DEFB119,GPR174,LR,Human
DEFB119,GPR4,LR,Human
DEFB119,GPR87,LR,Human
DEFB119,LPAR5,LR,Human
DEFB119,LTB4R,LR,Human
DEFB119,LTB4R2,LR,Human
DEFB119,P2RY1,LR,Human
DEFB119,P2RY2,LR,Human
DEFB119,P2RY4,LR,Human
DEFB119,P2RY6,LR,Human
DEFB119,P2RY8,LR,Human
DEFB119,S1PR2,LR,Human
DEFB121,DRD3,LR,Human
DEFB121,FFAR3,LR,Human
DEFB121,GPER1,LR,Human
DEFB121,GPR132,LR,Human
DEFB121,GPR15,LR,Human
DEFB121,GPR17,LR,Human
DEFB121,GPR174,LR,Human
DEFB121,GPR183,LR,Human
DEFB121,GPR4,LR,Human
DEFB121,GPR87,LR,Human
DEFB121,LPAR5,LR,Human
DEFB121,LTB4R,LR,Human
DEFB121,LTB4R2,LR,Human
DEFB121,P2RY1,LR,Human
DEFB121,P2RY2,LR,Human
DEFB121,P2RY4,LR,Human
DEFB121,P2RY6,LR,Human
DEFB121,P2RY8,LR,Human
DEFB121,PTAFR,LR,Human
DEFB121,S1PR2,LR,Human
DEFB129,GPER1,LR,Human
DEFB129,GRM2,LR,Human
DEFB129,P2RY1,LR,Human
DEFB129,P2RY4,LR,Human
DEFB129,S1PR2,LR,Human
DEFB131A,GPER1,LR,Human
DEFB131A,LTB4R2,LR,Human
DEFB131A,P2RY1,LR,Human
DEFB131A,P2RY2,LR,Human
DEFB131A,P2RY4,LR,Human
DEFB131A,P2RY6,LR,Human
DEFB131A,P2RY8,LR,Human
DEFB132,CD180,LR,Human
DEFB132,CHRM2,LR,Human
DEFB132,CYSLTR2,LR,Human
DEFB132,DRD3,LR,Human
DEFB132,FFAR3,LR,Human
DEFB132,FFAR4,LR,Human
DEFB132,GPER1,LR,Human
DEFB132,GPR132,LR,Human
DEFB132,GPR15,LR,Human
DEFB132,GPR17,LR,Human
DEFB132,GPR174,LR,Human
DEFB132,GPR183,LR,Human
DEFB132,GPR3,LR,Human
DEFB132,GPR34,LR,Human
DEFB132,GPR4,LR,Human
DEFB132,GPR87,LR,Human
DEFB132,GRM2,LR,Human
DEFB132,LPAR5,LR,Human
DEFB132,LTB4R,LR,Human
DEFB132,LTB4R2,LR,Human
DEFB132,P2RY1,LR,Human
DEFB132,P2RY10,LR,Human
DEFB132,P2RY2,LR,Human
DEFB132,P2RY4,LR,Human
DEFB132,P2RY6,LR,Human
DEFB132,P2RY8,LR,Human
DEFB132,PTAFR,LR,Human
DEFB132,S1PR2,LR,Human
DEFB132,TLR10,LR,Human
DEFB133,FFAR3,LR,Human
DEFB133,GPER1,LR,Human
DEFB133,GPR15,LR,Human
DEFB133,GPR17,LR,Human
DEFB133,GPR183,LR,Human
DEFB133,GPR4,LR,Human
DEFB133,GPR87,LR,Human
DEFB133,LTB4R,LR,Human
DEFB133,P2RY1,LR,Human
DEFB133,P2RY2,LR,Human
DEFB133,P2RY4,LR,Human
DEFB133,P2RY6,LR,Human
DEFB133,P2RY8,LR,Human
DEFB134,CHRM2,LR,Human
DEFB134,FFAR3,LR,Human
DEFB134,GPER1,LR,Human
DEFB134,GPR132,LR,Human
DEFB134,GPR15,LR,Human
DEFB134,GPR17,LR,Human
DEFB134,GPR174,LR,Human
DEFB134,GPR183,LR,Human
DEFB134,GPR34,LR,Human
DEFB134,GPR4,LR,Human
DEFB134,GPR87,LR,Human
DEFB134,LPAR5,LR,Human
DEFB134,LTB4R,LR,Human
DEFB134,LTB4R2,LR,Human
DEFB134,P2RY1,LR,Human
DEFB134,P2RY2,LR,Human
DEFB134,P2RY4,LR,Human
DEFB134,P2RY6,LR,Human
DEFB134,P2RY8,LR,Human
DEFB134,PTAFR,LR,Human
DEFB134,S1PR2,LR,Human
DEFB135,GPER1,LR,Human
DEFB135,GPR17,LR,Human
DEFB135,GPR4,LR,Human
DEFB135,GPR87,LR,Human
DEFB135,LPAR5,LR,Human
DEFB135,LTB4R,LR,Human
DEFB135,LTB4R2,LR,Human
DEFB135,P2RY1,LR,Human
DEFB135,P2RY2,LR,Human
DEFB135,P2RY4,LR,Human
DEFB135,P2RY6,LR,Human
DEFB135,P2RY8,LR,Human
DEFB136,GPER1,LR,Human
DEFB136,LTB4R2,LR,Human
DEFB136,P2RY1,LR,Human
DEFB136,P2RY2,LR,Human
DEFB136,P2RY4,LR,Human
DEFB136,P2RY6,LR,Human
DEFB136,P2RY8,LR,Human
DKKL1,CHRM2,LR,Human
DKKL1,GPER1,LR,Human
DKKL1,GRM2,LR,Human
DKKL1,GRM6,LR,Human
DKKL1,P2RY1,LR,Human
DKKL1,P2RY2,LR,Human
DKKL1,P2RY4,LR,Human
DKKL1,P2RY8,LR,Human
DKKL1,S1PR2,LR,Human
DMKN,INSRR,LR,Human
DMKN,LRP1B,LR,Human
ECM1,INSRR,LR,Human
ECM1,LRP1B,LR,Human
ECM2,INSRR,LR,Human
ECM2,LRP1B,LR,Human
ECRG4,CHRM2,LR,Human
ECRG4,GPER1,LR,Human
ECRG4,GRM2,LR,Human
ECRG4,GRM6,LR,Human
ECRG4,P2RY1,LR,Human
ECRG4,P2RY4,LR,Human
ECRG4,P2RY8,LR,Human
ECRG4,S1PR2,LR,Human
EGFL6,INSRR,LR,Human
EGFL6,LRP1B,LR,Human
EGFL7,INSRR,LR,Human
EGFL7,LRP1B,LR,Human
EGFL8,INSRR,LR,Human
EGFL8,LRP1B,LR,Human
EMC10,ADGRL3,LR,Human
EMC10,DSCAML1,LR,Human
EMC10,INSRR,LR,Human
EMC10,LRP1B,LR,Human
EMC10,NFASC,LR,Human
EMC10,PTPRD,LR,Human
EMC10,SDK1,LR,Human
EMC10,SDK2,LR,Human
EMILIN1,INSRR,LR,Human
EMILIN1,LRP1B,LR,Human
EMILIN2,INSRR,LR,Human
EMILIN2,LRP1B,LR,Human
EMILIN3,INSRR,LR,Human
EMILIN3,LRP1B,LR,Human
ENAM,INSRR,LR,Human
ENAM,LRP1B,LR,Human
ENHO,ADGRL3,LR,Human
ENHO,INSRR,LR,Human
ENHO,LRP1B,LR,Human
ENOX1,ADGRL3,LR,Human
ENOX1,DSCAML1,LR,Human
ENOX1,INSRR,LR,Human
ENOX1,LRP1B,LR,Human
ENOX1,NFASC,LR,Human
ENOX1,PTPRD,LR,Human
ENOX1,SDK2,LR,Human
ENOX2,ADGRL3,LR,Human
ENOX2,INSRR,LR,Human
ENOX2,LRP1B,LR,Human
ENOX2,NFASC,LR,Human
ENOX2,PTPRD,LR,Human
ENOX2,SDK2,LR,Human
EPDR1,ADGRL3,LR,Human
EPDR1,INSRR,LR,Human
EPDR1,LRP1B,LR,Human
EPDR1,NFASC,LR,Human
EPDR1,PTPRD,LR,Human
ERFE,ADGRL3,LR,Human
ERFE,INSRR,LR,Human
ERFE,LRP1B,LR,Human
ERFE,NFASC,LR,Human
ERFE,PTPRD,LR,Human
ERFE,SDK1,LR,Human
ERFE,SDK2,LR,Human
ERO1A,ADGRL3,LR,Human
ERO1A,INSRR,LR,Human
ERO1A,LRP1B,LR,Human
ERO1A,NFASC,LR,Human
ERO1A,PTPRD,LR,Human
ERO1A,SDK2,LR,Human
FAM180B,INSRR,LR,Human
FAM180B,LRP1B,LR,Human
FAM20C,ADGRL3,LR,Human
FAM20C,DSCAML1,LR,Human
FAM20C,INSRR,LR,Human
FAM20C,LRP1B,LR,Human
FAM20C,NFASC,LR,Human
FAM20C,PTPRD,LR,Human
FAM20C,SDK2,LR,Human
FAM24A,GPER1,LR,Human
FAM24A,P2RY1,LR,Human
FAM24A,P2RY4,LR,Human
FBLN5,INSRR,LR,Human
FBLN5,LRP1B,LR,Human
FBLN7,INSRR,LR,Human
FBLN7,LRP1B,LR,Human
FCER2,INSRR,LR,Human
FCER2,LRP1B,LR,Human
FCGBP,INSRR,LR,Human
FCGBP,LRP1B,LR,Human
FDCSP,CHRM2,LR,Human
FDCSP,GPER1,LR,Human
FDCSP,GRM2,LR,Human
FDCSP,GRM6,LR,Human
FDCSP,P2RY1,LR,Human
FDCSP,P2RY2,LR,Human
FDCSP,P2RY4,LR,Human
FDCSP,P2RY8,LR,Human
FDCSP,S1PR2,LR,Human
FGFBP3,GRM2,LR,Human
FMOD,INSRR,LR,Human
FMOD,LRP1B,LR,Human
FMOD,MEGF11,LR,Human
FMOD,MRC1,LR,Human
FMOD,NFASC,LR,Human
FMOD,SDK1,LR,Human
FMOD,SDK2,LR,Human
FMOD,STAB1,LR,Human
FNDC4,INSRR,LR,Human
FNDC4,LRP1B,LR,Human
FNDC4,NFASC,LR,Human
FNDC5,ADGRL3,LR,Human
FNDC5,DSCAML1,LR,Human
FNDC5,INSRR,LR,Human
FNDC5,LRP1B,LR,Human
FNDC5,NFASC,LR,Human
FNDC5,PTPRD,LR,Human
FNDC5,SDK1,LR,Human
FNDC5,SDK2,LR,Human
FRZB,ADGRL3,LR,Human
FRZB,DSCAML1,LR,Human
FRZB,INSRR,LR,Human
FRZB,LRP1B,LR,Human
FRZB,NFASC,LR,Human
FRZB,PTPRD,LR,Human
FRZB,SDK2,LR,Human
GGH,GPER1,LR,Human
GGH,P2RY1,LR,Human
GGH,P2RY4,LR,Human
GKN2,FFAR3,LR,Human
GKN2,GPER1,LR,Human
GKN2,P2RY1,LR,Human
GKN2,P2RY4,LR,Human
GKN2,P2RY8,LR,Human
GKN3P,FFAR3,LR,Human
GKN3P,GPER1,LR,Human
GKN3P,GPR15,LR,Human
GKN3P,GPR17,LR,Human
GKN3P,GPR4,LR,Human
GKN3P,GPR87,LR,Human
GKN3P,LTB4R,LR,Human
GKN3P,P2RY1,LR,Human
GKN3P,P2RY2,LR,Human
GKN3P,P2RY4,LR,Human
GKN3P,P2RY6,LR,Human
GKN3P,P2RY8,LR,Human
GKN3P,S1PR2,LR,Human
GNLY,CHRM2,LR,Human
GNLY,GPER1,LR,Human
GNLY,GRM2,LR,Human
GNLY,P2RY1,LR,Human
GNLY,P2RY2,LR,Human
GNLY,P2RY4,LR,Human
GNLY,P2RY8,LR,Human
GNLY,S1PR2,LR,Human
GPHB5,GPER1,LR,Human
GPHB5,GRM2,LR,Human
GPHB5,GRM6,LR,Human
GPHB5,S1PR2,LR,Human
GPR15L,CHRM2,LR,Human
GPR15L,DRD3,LR,Human
GPR15L,DRD5,LR,Human
GPR15L,GPER1,LR,Human
GPR15L,GPR15,LR,Human
GPR15L,GPR17,LR,Human
GPR15L,GPR174,LR,Human
GPR15L,GPR4,LR,Human
GPR15L,GPR87,LR,Human
GPR15L,GRM2,LR,Human
GPR15L,GRM6,LR,Human
GPR15L,GRM8,LR,Human
GPR15L,LPAR5,LR,Human
GPR15L,LTB4R,LR,Human
GPR15L,LTB4R2,LR,Human
GPR15L,NPY4R2,LR,Human
GPR15L,P2RY1,LR,Human
GPR15L,P2RY2,LR,Human
GPR15L,P2RY4,LR,Human
GPR15L,P2RY6,LR,Human
GPR15L,P2RY8,LR,Human
GPR15L,S1PR2,LR,Human
GREM2,ADGRL3,LR,Human
GREM2,INSRR,LR,Human
GREM2,LRP1B,LR,Human
GREM2,NFASC,LR,Human
HAMP,ADRA1B,LR,Human
HAMP,ADRA2C,LR,Human
HAMP,CHRM2,LR,Human
HAMP,CHRM5,LR,Human
HAMP,DRD1,LR,Human
HAMP,DRD3,LR,Human
HAMP,DRD5,LR,Human
HAMP,FFAR3,LR,Human
HAMP,FFAR4,LR,Human
HAMP,GPER1,LR,Human
HAMP,GPR132,LR,Human
HAMP,GPR15,LR,Human
HAMP,GPR17,LR,Human
HAMP,GPR174,LR,Human
HAMP,GPR3,LR,Human
HAMP,GPR4,LR,Human
HAMP,GPR83,LR,Human
HAMP,GPR87,LR,Human
HAMP,GRM2,LR,Human
HAMP,GRM6,LR,Human
HAMP,GRM8,LR,Human
HAMP,LPAR5,LR,Human
HAMP,LTB4R,LR,Human
HAMP,LTB4R2,LR,Human
HAMP,NPY4R2,LR,Human
HAMP,OPN4,LR,Human
HAMP,P2RY1,LR,Human
HAMP,P2RY10,LR,Human
HAMP,P2RY11,LR,Human
HAMP,P2RY2,LR,Human
HAMP,P2RY4,LR,Human
HAMP,P2RY6,LR,Human
HAMP,P2RY8,LR,Human
HAMP,PTAFR,LR,Human
HAMP,S1PR2,LR,Human
HDGF,ADGRL3,LR,Human
HDGF,CHRM2,LR,Human
HDGF,DSCAML1,LR,Human
HDGF,GPER1,LR,Human
HDGF,GRM2,LR,Human
HDGF,GRM6,LR,Human
HDGF,INSRR,LR,Human
HDGF,LRP1B,LR,Human
HDGF,NFASC,LR,Human
HDGF,PTPRD,LR,Human
HDGF,S1PR2,LR,Human
HDGF,SDK1,LR,Human
HDGF,SDK2,LR,Human
HGFAC,INSRR,LR,Human
HGFAC,LRP1B,LR,Human
HTN1,ADRA1B,LR,Human
HTN1,CD180,LR,Human
HTN1,CHRM2,LR,Human
HTN1,GPER1,LR,Human
HTN1,GPR4,LR,Human
HTN1,GPR87,LR,Human
HTN1,GRM2,LR,Human
HTN1,GRM6,LR,Human
HTN1,GRM8,LR,Human
HTN1,P2RY1,LR,Human
HTN1,P2RY2,LR,Human
HTN1,P2RY4,LR,Human
HTN1,P2RY8,LR,Human
HTN1,S1PR2,LR,Human
HTN1,TLR10,LR,Human
HTN3,CHRM2,LR,Human
HTN3,GPER1,LR,Human
HTN3,GRM2,LR,Human
HTN3,P2RY1,LR,Human
HTN3,P2RY2,LR,Human
HTN3,P2RY4,LR,Human
HTN3,P2RY8,LR,Human
HTN3,S1PR2,LR,Human
IFI30,CHRM2,LR,Human
IFI30,GPER1,LR,Human
IFI30,GRM2,LR,Human
IFI30,P2RY1,LR,Human
IFI30,P2RY2,LR,Human
IFI30,P2RY4,LR,Human
IFI30,P2RY8,LR,Human
IFI30,S1PR2,LR,Human
IGFALS,ADGRL3,LR,Human
IGFALS,DSCAML1,LR,Human
IGFALS,FRAS1,LR,Human
IGFALS,INSRR,LR,Human
IGFALS,LRP1B,LR,Human
IGFALS,MEGF11,LR,Human
IGFALS,MRC1,LR,Human
IGFALS,NFASC,LR,Human
IGFALS,PEAR1,LR,Human
IGFALS,PTPRD,LR,Human
IGFALS,SDK1,LR,Human
IGFALS,SDK2,LR,Human
IGFALS,STAB1,LR,Human
IGFBP2,ADGRL3,LR,Human
IGFBP2,INSRR,LR,Human
IGFBP2,LRP1B,LR,Human
IGFBP2,NFASC,LR,Human
IGFBP3,ADGRL3,LR,Human
IGFBP3,INSRR,LR,Human
IGFBP3,LRP1B,LR,Human
IGFBP3,NFASC,LR,Human
IGFBP3,SDK2,LR,Human
IGFBP7,ADGRL3,LR,Human
IGFBP7,DSCAML1,LR,Human
IGFBP7,INSRR,LR,Human
IGFBP7,LRP1B,LR,Human
IGFBP7,NFASC,LR,Human
IGFBP7,PTPRD,LR,Human
IGFBP7,SDK1,LR,Human
IGFBP7,SDK2,LR,Human
IGFBPL1,ADGRL3,LR,Human
IGFBPL1,INSRR,LR,Human
IGFBPL1,LRP1B,LR,Human
IGFBPL1,NFASC,LR,Human
IGFBPL1,PTPRD,LR,Human
IGFBPL1,SDK2,LR,Human
IGLON5,ADGRL3,LR,Human
IGLON5,DSCAML1,LR,Human
IGLON5,INSRR,LR,Human
IGLON5,LRP1B,LR,Human
IGLON5,NFASC,LR,Human
IGLON5,PTPRD,LR,Human
IGLON5,SDK1,LR,Human
IGLON5,SDK2,LR,Human
IL17D,ADGRL3,LR,Human
IL17D,INSRR,LR,Human
IL17D,LRP1B,LR,Human
IL17D,NFASC,LR,Human
IL32,INSRR,LR,Human
IL32,LRP1B,LR,Human
INSL4,CD180,LR,Human
INSL4,CHRM2,LR,Human
INSL4,FFAR3,LR,Human
INSL4,GPER1,LR,Human
INSL4,GPR3,LR,Human
INSL4,GRM2,LR,Human
INSL4,LTB4R2,LR,Human
INSL4,P2RY1,LR,Human
INSL4,P2RY2,LR,Human
INSL4,P2RY4,LR,Human
