external_gene_name,mouse_ensembl_gene_id,human_ensembl_gene_id,hgnc_symbol
Tmem117,ENSMUSG00000063296,ENSG00000139173,TMEM117
Sharpin,ENSMUSG00000022552,ENSG00000179526,SHARPIN
Arl6,ENSMUSG00000022722,ENSG00000113966,ARL6
Racgap1,ENSMUSG00000023015,ENSG00000161800,RACGAP1
Enkd1,ENSMUSG00000013155,ENSG00000124074,ENKD1
Wwp1,ENSMUSG00000041058,ENSG00000123124,WWP1
Cyria,ENSMUSG00000020589,ENSG00000197872,CYRIA
Fxyd6,ENSMUSG00000066705,ENSG00000137726,FXYD6
Tmem222,ENSMUSG00000028857,ENSG00000186501,TMEM222
Rab17,ENSMUSG00000026304,ENSG00000124839,RAB17
Magt1,ENSMUSG00000031232,ENSG00000102158,MAGT1
Rab1b,ENSMUSG00000024870,ENSG00000174903,RAB1B
Tmem168,ENSMUSG00000029569,ENSG00000146802,TMEM168
Fam234a,ENSMUSG00000024187,ENSG00000167930,FAM234A
Cst11,ENSMUSG00000036958,ENSG00000125831,CST11
Cstl1,ENSMUSG00000055177,ENSG00000125823,CSTL1
Napb,ENSMUSG00000027438,ENSG00000125814,NAPB
Slitrk2,ENSMUSG00000036790,ENSG00000185985,SLITRK2
Pcdhac1,ENSMUSG00000103255,ENSG00000248383,PCDHAC1
Cdh19,ENSMUSG00000047216,ENSG00000071991,CDH19
Stmn4,ENSMUSG00000022044,ENSG00000015592,STMN4
Abcg4,ENSMUSG00000032131,ENSG00000172350,ABCG4
Sdcbp2,ENSMUSG00000027456,ENSG00000125775,SDCBP2
Xylt2,ENSMUSG00000020868,ENSG00000015532,XYLT2
Lpar5,ENSMUSG00000067714,ENSG00000184574,LPAR5
Glt8d2,ENSMUSG00000020251,ENSG00000120820,GLT8D2
Cystm1,ENSMUSG00000046727,ENSG00000120306,CYSTM1
Trpv6,ENSMUSG00000029868,ENSG00000165125,TRPV6
Wfdc10,ENSMUSG00000070529,ENSG00000180305,WFDC10A
Wnt8a,ENSMUSG00000012282,ENSG00000061492,WNT8A
Wnt5b,ENSMUSG00000030170,ENSG00000111186,WNT5B
Rbsn,ENSMUSG00000014550,ENSG00000131381,RBSN
Defb23,ENSMUSG00000074681,ENSG00000125903,DEFB129
Defb22,ENSMUSG00000027468,ENSG00000088782,DEFB127
Osbpl2,ENSMUSG00000039050,ENSG00000130703,OSBPL2
Dusp15,ENSMUSG00000042662,ENSG00000149599,DUSP15
Mylk2,ENSMUSG00000027470,ENSG00000101306,MYLK2
Megf9,ENSMUSG00000039270,ENSG00000106780,MEGF9
Slc6a17,ENSMUSG00000027894,ENSG00000197106,SLC6A17
Dnajc25,ENSMUSG00000070972,ENSG00000059769,DNAJC25
Opn3,ENSMUSG00000026525,ENSG00000054277,OPN3
Ecrg4,ENSMUSG00000026051,ENSG00000119147,ECRG4
Tspan10,ENSMUSG00000039691,ENSG00000182612,TSPAN10
Med28,ENSMUSG00000015804,ENSG00000118579,MED28
Or2ag2b,ENSMUSG00000036744,ENSG00000279486,OR2AG1
Or2ag15,ENSMUSG00000051591,ENSG00000279486,OR2AG1
Or2ag12,ENSMUSG00000051680,ENSG00000279486,OR2AG1
Or2ag16,ENSMUSG00000059087,ENSG00000279486,OR2AG1
Or2ag1b,ENSMUSG00000064223,ENSG00000279486,OR2AG1
Or2ag20,ENSMUSG00000073900,ENSG00000279486,OR2AG1
Or2ag19,ENSMUSG00000073901,ENSG00000279486,OR2AG1
Or2ag18,ENSMUSG00000094493,ENSG00000279486,OR2AG1
Or2ag17,ENSMUSG00000096714,ENSG00000279486,OR2AG1
Or2ag13,ENSMUSG00000108948,ENSG00000279486,OR2AG1
Or2ag1,ENSMUSG00000109058,ENSG00000279486,OR2AG1
Or2ag2,ENSMUSG00000109354,ENSG00000279486,OR2AG1
Or10a2,ENSMUSG00000049674,ENSG00000166363,OR10A5
Or10a5,ENSMUSG00000073898,ENSG00000166363,OR10A5
Or10a2,ENSMUSG00000049674,ENSG00000170790,OR10A2
Or10a5,ENSMUSG00000073898,ENSG00000170790,OR10A2
Or10a4,ENSMUSG00000073897,ENSG00000170782,OR10A4
Or2d2,ENSMUSG00000060503,ENSG00000166368,OR2D2
Olfr715b,ENSMUSG00000062987,ENSG00000166368,OR2D2
Abcg8,ENSMUSG00000024254,ENSG00000143921,ABCG8
Abcg5,ENSMUSG00000040505,ENSG00000138075,ABCG5
Ehd4,ENSMUSG00000027293,ENSG00000103966,EHD4
S1pr5,ENSMUSG00000045087,ENSG00000180739,S1PR5
Mmp28,ENSMUSG00000020682,ENSG00000271447,MMP28
P2ry12,ENSMUSG00000036353,ENSG00000169313,P2RY12
Cdh23,ENSMUSG00000012819,ENSG00000107736,CDH23
Kcnh6,ENSMUSG00000001901,ENSG00000173826,KCNH6
Or51e2,ENSMUSG00000043366,ENSG00000167332,OR51E2
Il25,ENSMUSG00000040770,ENSG00000166090,IL25
Dcstamp,ENSMUSG00000022303,ENSG00000164935,DCSTAMP
Sh3bgrl3,ENSMUSG00000028843,ENSG00000142669,SH3BGRL3
Cxcl16,ENSMUSG00000018920,ENSG00000161921,CXCL16
Slc26a1,ENSMUSG00000046959,ENSG00000145217,SLC26A1
Or52a5b,ENSMUSG00000058662,ENSG00000171944,OR52A5
Or52a5,ENSMUSG00000061626,ENSG00000171944,OR52A5
Or51v14,ENSMUSG00000045132,ENSG00000176742,OR51V1
Or51v8,ENSMUSG00000045780,ENSG00000176742,OR51V1
Sema6a,ENSMUSG00000019647,ENSG00000092421,SEMA6A
Slc38a1,ENSMUSG00000023169,ENSG00000111371,SLC38A1
Slc6a15,ENSMUSG00000019894,ENSG00000072041,SLC6A15
Taok3,ENSMUSG00000061288,ENSG00000135090,TAOK3
Tmem60,ENSMUSG00000045435,ENSG00000135211,TMEM60
Klk15,ENSMUSG00000055193,ENSG00000174562,KLK15
Kcnn2,ENSMUSG00000054477,ENSG00000080709,KCNN2
Tnmd,ENSMUSG00000031250,ENSG00000000005,TNMD
Dhx36,ENSMUSG00000027770,ENSG00000174953,DHX36
Adam7,ENSMUSG00000022056,ENSG00000069206,ADAM7
Ms4a6b,ENSMUSG00000024677,ENSG00000110077,MS4A6A
Ms4a6d,ENSMUSG00000024679,ENSG00000110077,MS4A6A
Ms4a6c,ENSMUSG00000079419,ENSG00000110077,MS4A6A
Chrd,ENSMUSG00000006958,ENSG00000090539,CHRD
Cd209f,ENSMUSG00000051906,ENSG00000104938,CLEC4M
Cd209g,ENSMUSG00000079168,ENSG00000104938,CLEC4M
Slc12a5,ENSMUSG00000017740,ENSG00000124140,SLC12A5
Slco5a1,ENSMUSG00000025938,ENSG00000137571,SLCO5A1
Rhbg,ENSMUSG00000104445,ENSG00000132677,RHBG
Ttyh1,ENSMUSG00000030428,ENSG00000167614,TTYH1
Adamts10,ENSMUSG00000024299,ENSG00000142303,ADAMTS10
Tmem245,ENSMUSG00000055296,ENSG00000106771,TMEM245
Crispld1,ENSMUSG00000025776,ENSG00000121005,CRISPLD1
Or51b6b,ENSMUSG00000099687,ENSG00000176239,OR51B6
Or51b6,ENSMUSG00000110259,ENSG00000176239,OR51B6
Or51m1,ENSMUSG00000042219,ENSG00000184698,OR51M1
Or51i1,ENSMUSG00000066262,ENSG00000167359,OR51I1
Or51i2,ENSMUSG00000073932,ENSG00000187918,OR51I2
Or52d1,ENSMUSG00000073931,ENSG00000181609,OR52D1
Kcnf1,ENSMUSG00000051726,ENSG00000162975,KCNF1
Tmx1,ENSMUSG00000021072,ENSG00000139921,TMX1
Hrh4,ENSMUSG00000037346,ENSG00000134489,HRH4
Muc13,ENSMUSG00000022824,ENSG00000173702,MUC13
Sema4a,ENSMUSG00000028064,ENSG00000196189,SEMA4A
Tmprss5,ENSMUSG00000032268,ENSG00000166682,TMPRSS5
Sema6c,ENSMUSG00000038777,ENSG00000143434,SEMA6C
Sema6b,ENSMUSG00000001227,ENSG00000167680,SEMA6B
Smoc2,ENSMUSG00000023886,ENSG00000112562,SMOC2
Ms4a5,ENSMUSG00000054523,ENSG00000166930,MS4A5
Lrrn3,ENSMUSG00000036295,ENSG00000173114,LRRN3
R3hdml,ENSMUSG00000078949,ENSG00000101074,R3HDML
Dnajc5,ENSMUSG00000000826,ENSG00000101152,DNAJC5
Lime1,ENSMUSG00000090077,ENSG00000203896,LIME1
Rims4,ENSMUSG00000035226,ENSG00000101098,RIMS4
Kcnk15,ENSMUSG00000035238,ENSG00000124249,KCNK15
Fzd8,ENSMUSG00000036904,ENSG00000177283,FZD8
Rnpep,ENSMUSG00000041926,ENSG00000176393,RNPEP
Golph3,ENSMUSG00000022200,ENSG00000113384,GOLPH3
Dpep2,ENSMUSG00000053687,ENSG00000167261,DPEP2
Dpep3,ENSMUSG00000031898,ENSG00000141096,DPEP3
Clstn2,ENSMUSG00000032452,ENSG00000158258,CLSTN2
Rhoj,ENSMUSG00000046768,ENSG00000126785,RHOJ
Def6,ENSMUSG00000002257,ENSG00000023892,DEF6
Smoc1,ENSMUSG00000021136,ENSG00000198732,SMOC1
Cst9,ENSMUSG00000027445,ENSG00000101435,CST9L
Cstdc2,ENSMUSG00000027446,ENSG00000101435,CST9L
Osbpl3,ENSMUSG00000029822,ENSG00000070882,OSBPL3
Plekha4,ENSMUSG00000040428,ENSG00000105559,PLEKHA4
Ehd1,ENSMUSG00000024772,ENSG00000110047,EHD1
Alg2,ENSMUSG00000039740,ENSG00000119523,ALG2
Slc32a1,ENSMUSG00000037771,ENSG00000101438,SLC32A1
Piezo2,ENSMUSG00000041482,ENSG00000154864,PIEZO2
Cdcp1,ENSMUSG00000035498,ENSG00000163814,CDCP1
Slitrk6,ENSMUSG00000045871,ENSG00000184564,SLITRK6
Igflr1,ENSMUSG00000036826,ENSG00000126246,IGFLR1
Pcnx3,ENSMUSG00000054874,ENSG00000197136,PCNX3
Clmp,ENSMUSG00000032024,ENSG00000166250,CLMP
Xkr8,ENSMUSG00000037752,ENSG00000158156,XKR8
Fndc4,ENSMUSG00000038552,ENSG00000115226,FNDC4
Ccdc134,ENSMUSG00000068114,ENSG00000100147,CCDC134
Tmem231,ENSMUSG00000031951,ENSG00000205084,TMEM231
Sla2,ENSMUSG00000027636,ENSG00000101082,SLA2
Antxr1,ENSMUSG00000033420,ENSG00000169604,ANTXR1
Tmem134,ENSMUSG00000024845,ENSG00000172663,TMEM134
Rnf167,ENSMUSG00000040746,ENSG00000108523,RNF167
Cwh43,ENSMUSG00000029154,ENSG00000109182,CWH43
Lrrc19,ENSMUSG00000049799,ENSG00000184434,LRRC19
Grem2,ENSMUSG00000050069,ENSG00000180875,GREM2
Cplane1,ENSMUSG00000039801,ENSG00000197603,CPLANE1
Dock5,ENSMUSG00000044447,ENSG00000147459,DOCK5
Tmem185b,ENSMUSG00000098923,ENSG00000226479,TMEM185B
Vsir,ENSMUSG00000020101,ENSG00000107738,VSIR
Catsperb,ENSMUSG00000047014,ENSG00000133962,CATSPERB
Syndig1,ENSMUSG00000074736,ENSG00000101463,SYNDIG1
C130074G19Rik,ENSMUSG00000039349,ENSG00000162817,C1orf115
Ift22,ENSMUSG00000007987,ENSG00000128581,IFT22
Dipk2b,ENSMUSG00000037358,ENSG00000147113,DIPK2B
Pacc1,ENSMUSG00000026627,ENSG00000065600,PACC1
Dnajc18,ENSMUSG00000024350,ENSG00000170464,DNAJC18
Nipal2,ENSMUSG00000038879,ENSG00000104361,NIPAL2
Mettl7a1,ENSMUSG00000054619,ENSG00000185432,METTL7A
Mettl7a2,ENSMUSG00000056487,ENSG00000185432,METTL7A
Mettl7a3,ENSMUSG00000058057,ENSG00000185432,METTL7A
Mansc1,ENSMUSG00000032718,ENSG00000111261,MANSC1
Mmrn2,ENSMUSG00000041445,ENSG00000173269,MMRN2
Cnnm2,ENSMUSG00000064105,ENSG00000148842,CNNM2
Aktip,ENSMUSG00000031667,ENSG00000166971,AKTIP
Reep1,ENSMUSG00000052852,ENSG00000068615,REEP1
Rnf121,ENSMUSG00000070426,ENSG00000137522,RNF121
Pstpip2,ENSMUSG00000025429,ENSG00000152229,PSTPIP2
4931414P19Rik,ENSMUSG00000022179,ENSG00000100802,C14orf93
Ankra2,ENSMUSG00000021661,ENSG00000164331,ANKRA2
Chodl,ENSMUSG00000022860,ENSG00000154645,CHODL
Fkrp,ENSMUSG00000048920,ENSG00000181027,FKRP
Rnf122,ENSMUSG00000039328,ENSG00000133874,RNF122
Calhm2,ENSMUSG00000033033,ENSG00000138172,CALHM2
Slc52a2,ENSMUSG00000022560,ENSG00000185803,SLC52A2
Lin7b,ENSMUSG00000003872,ENSG00000104863,LIN7B
Adgrl3,ENSMUSG00000037605,ENSG00000150471,ADGRL3
Slc28a3,ENSMUSG00000021553,ENSG00000197506,SLC28A3
Siae,ENSMUSG00000001942,ENSG00000110013,SIAE
Smurf2,ENSMUSG00000018363,ENSG00000108854,SMURF2
Eda2r,ENSMUSG00000034457,ENSG00000131080,EDA2R
Kcnk13,ENSMUSG00000045404,ENSG00000152315,KCNK13
Kcnk12,ENSMUSG00000050138,ENSG00000184261,KCNK12
Plekha2,ENSMUSG00000031557,ENSG00000169499,PLEKHA2
Plekha1,ENSMUSG00000040268,ENSG00000107679,PLEKHA1
Il1rl2,ENSMUSG00000070942,ENSG00000115598,IL1RL2
Scpep1,ENSMUSG00000000278,ENSG00000121064,SCPEP1
Ntn4,ENSMUSG00000020019,ENSG00000074527,NTN4
Nmur1,ENSMUSG00000026237,ENSG00000171596,NMUR1
Trpv4,ENSMUSG00000014158,ENSG00000111199,TRPV4
Cdhr5,ENSMUSG00000025497,ENSG00000099834,CDHR5
Il21,ENSMUSG00000027718,ENSG00000138684,IL21
Il21r,ENSMUSG00000030745,ENSG00000103522,IL21R
Atp6v0a4,ENSMUSG00000038600,ENSG00000105929,ATP6V0A4
Ift122,ENSMUSG00000030323,ENSG00000163913,IFT122
Ly9,ENSMUSG00000004707,ENSG00000122224,LY9
Rhof,ENSMUSG00000029449,ENSG00000139725,RHOF
Parvg,ENSMUSG00000022439,ENSG00000138964,PARVG
Parvb,ENSMUSG00000022438,ENSG00000188677,PARVB
Plac1,ENSMUSG00000061082,ENSG00000170965,PLAC1
Cltrn,ENSMUSG00000015401,ENSG00000147003,CLTRN
Tns1,ENSMUSG00000055322,ENSG00000079308,TNS1
Lrtm1,ENSMUSG00000045776,ENSG00000144771,LRTM1
Plgrkt,ENSMUSG00000016495,ENSG00000107020,PLGRKT
Vezt,ENSMUSG00000036099,ENSG00000028203,VEZT
Slc38a10,ENSMUSG00000061306,ENSG00000157637,SLC38A10
Cdh20,ENSMUSG00000050840,ENSG00000101542,CDH20
Popdc2,ENSMUSG00000022803,ENSG00000121577,POPDC2
Popdc3,ENSMUSG00000019848,ENSG00000132429,POPDC3
Lpar2,ENSMUSG00000031861,ENSG00000064547,LPAR2
Lrrc4,ENSMUSG00000049939,ENSG00000128594,LRRC4
Adgrl4,ENSMUSG00000039167,ENSG00000162618,ADGRL4
Lgr6,ENSMUSG00000042793,ENSG00000133067,LGR6
Rxfp1,ENSMUSG00000034009,ENSG00000171509,RXFP1
Nox3,ENSMUSG00000023802,ENSG00000074771,NOX3
Otof,ENSMUSG00000062372,ENSG00000115155,OTOF
Prok2,ENSMUSG00000030069,ENSG00000163421,PROK2
Nod2,ENSMUSG00000055994,ENSG00000167207,NOD2
Pcdh9,ENSMUSG00000055421,ENSG00000184226,PCDH9
Wfdc1,ENSMUSG00000023336,ENSG00000103175,WFDC1
Slc24a3,ENSMUSG00000063873,ENSG00000185052,SLC24A3
Crlf2,ENSMUSG00000033467,ENSG00000205755,CRLF2
Muc5b,ENSMUSG00000066108,ENSG00000117983,MUC5B
Gpr35,ENSMUSG00000026271,ENSG00000178623,GPR35
Spon1,ENSMUSG00000038156,ENSG00000262655,SPON1
Gdpd2,ENSMUSG00000019359,ENSG00000130055,GDPD2
Tanc2,ENSMUSG00000053580,ENSG00000170921,TANC2
Smurf1,ENSMUSG00000038780,ENSG00000198742,SMURF1
Ano8,ENSMUSG00000034863,ENSG00000074855,ANO8
Trpm3,ENSMUSG00000052387,ENSG00000083067,TRPM3
Cpne5,ENSMUSG00000024008,ENSG00000124772,CPNE5
Sytl2,ENSMUSG00000030616,ENSG00000137501,SYTL2
Magee1,ENSMUSG00000031227,ENSG00000198934,MAGEE1
Ank,ENSMUSG00000022265,ENSG00000154122,ANKH
Lrrc4c,ENSMUSG00000050587,ENSG00000148948,LRRC4C
Robo2,ENSMUSG00000052516,ENSG00000185008,ROBO2
Pcdh18,ENSMUSG00000037892,ENSG00000189184,PCDH18
Plxna4,ENSMUSG00000029765,ENSG00000221866,PLXNA4
D630045J12Rik,ENSMUSG00000063455,ENSG00000122778,KIAA1549
Epb41l5,ENSMUSG00000026383,ENSG00000115109,EPB41L5
Pgap6,ENSMUSG00000024180,ENSG00000129925,PGAP6
Gp6,ENSMUSG00000078810,ENSG00000088053,GP6
Npvf,ENSMUSG00000029831,ENSG00000105954,NPVF
Fgf22,ENSMUSG00000020327,ENSG00000070388,FGF22
Cd248,ENSMUSG00000056481,ENSG00000174807,CD248
Celsr2,ENSMUSG00000068740,ENSG00000143126,CELSR2
Trpc7,ENSMUSG00000021541,ENSG00000069018,TRPC7
Gopc,ENSMUSG00000019861,ENSG00000047932,GOPC
Ptprh,ENSMUSG00000035429,ENSG00000080031,PTPRH
Tm9sf3,ENSMUSG00000025016,ENSG00000077147,TM9SF3
Rangrf,ENSMUSG00000032892,ENSG00000108961,RANGRF
Myo10,ENSMUSG00000022272,ENSG00000145555,MYO10
Retn,ENSMUSG00000012705,ENSG00000104918,RETN
Jph1,ENSMUSG00000042686,ENSG00000104369,JPH1
Apmap,ENSMUSG00000033096,ENSG00000101474,APMAP
Plaat1,ENSMUSG00000022525,ENSG00000127252,PLAAT1
Tuft1,ENSMUSG00000005968,ENSG00000143367,TUFT1
Cd209a,ENSMUSG00000031494,ENSG00000090659,CD209
Cd209d,ENSMUSG00000031495,ENSG00000090659,CD209
Cd209c,ENSMUSG00000040165,ENSG00000090659,CD209
Cd209e,ENSMUSG00000040197,ENSG00000090659,CD209
Cd209b,ENSMUSG00000065987,ENSG00000090659,CD209
Dnajc4,ENSMUSG00000024963,ENSG00000110011,DNAJC4
Bpifa1,ENSMUSG00000027483,ENSG00000198183,BPIFA1
Bpifa5,ENSMUSG00000027484,ENSG00000198183,BPIFA1
Abcb6,ENSMUSG00000026198,ENSG00000115657,ABCB6
Slc40a1,ENSMUSG00000025993,ENSG00000138449,SLC40A1
Il1rapl2,ENSMUSG00000059203,ENSG00000189108,IL1RAPL2
Ambn,ENSMUSG00000029288,ENSG00000178522,AMBN
Rab18,ENSMUSG00000073639,ENSG00000099246,RAB18
Palmd,ENSMUSG00000033377,ENSG00000099260,PALMD
Nphs2,ENSMUSG00000026602,ENSG00000116218,NPHS2
Rab9b,ENSMUSG00000043463,ENSG00000123570,RAB9B
Slc6a20b,ENSMUSG00000025243,ENSG00000163817,SLC6A20
Slc6a20a,ENSMUSG00000036814,ENSG00000163817,SLC6A20
Slc39a2,ENSMUSG00000072572,ENSG00000165794,SLC39A2
Fgf20,ENSMUSG00000031603,ENSG00000078579,FGF20
Trem1,ENSMUSG00000042265,ENSG00000124731,TREM1
Kcnmb3,ENSMUSG00000091091,ENSG00000171121,KCNMB3
Mmp25,ENSMUSG00000023903,ENSG00000008516,MMP25
Cabp2,ENSMUSG00000024857,ENSG00000167791,CABP2
Pard6a,ENSMUSG00000005699,ENSG00000102981,PARD6A
Ackr4,ENSMUSG00000079355,ENSG00000129048,ACKR4
Ltb4r2,ENSMUSG00000040432,ENSG00000213906,LTB4R2
Kcnk9,ENSMUSG00000036760,ENSG00000169427,KCNK9
Slco1b2,ENSMUSG00000030236,ENSG00000111700,SLCO1B3
Nrn1,ENSMUSG00000039114,ENSG00000124785,NRN1
Ngrn,ENSMUSG00000047084,ENSG00000182768,NGRN
Spag4,ENSMUSG00000038180,ENSG00000061656,SPAG4
Cd320,ENSMUSG00000002308,ENSG00000167775,CD320
Il23a,ENSMUSG00000025383,ENSG00000110944,IL23A
Adap2,ENSMUSG00000020709,ENSG00000184060,ADAP2
Fzd3,ENSMUSG00000007989,ENSG00000104290,FZD3
Pcdh12,ENSMUSG00000024440,ENSG00000113555,PCDH12
Zdhhc4,ENSMUSG00000001844,ENSG00000136247,ZDHHC4
Il1rap,ENSMUSG00000022514,ENSG00000196083,IL1RAP
Nox4,ENSMUSG00000030562,ENSG00000086991,NOX4
Lcn4,ENSMUSG00000026919,ENSG00000171102,OBP2B
Obp2a,ENSMUSG00000062061,ENSG00000171102,OBP2B
Obp2b,ENSMUSG00000079539,ENSG00000171102,OBP2B
Tmem138,ENSMUSG00000024666,ENSG00000149483,TMEM138
Kcnj16,ENSMUSG00000051497,ENSG00000153822,KCNJ16
Ric8a,ENSMUSG00000025485,ENSG00000177963,RIC8A
Sema4b,ENSMUSG00000030539,ENSG00000185033,SEMA4B
D430019H16Rik,ENSMUSG00000094910,ENSG00000227051,C14orf132
Cd93,ENSMUSG00000027435,ENSG00000125810,CD93
Slamf7,ENSMUSG00000038179,ENSG00000026751,SLAMF7
Esm1,ENSMUSG00000042379,ENSG00000164283,ESM1
Scube2,ENSMUSG00000007279,ENSG00000175356,SCUBE2
Spink5,ENSMUSG00000055561,ENSG00000133710,SPINK5
Slc52a3,ENSMUSG00000027463,ENSG00000101276,SLC52A3
Mepe,ENSMUSG00000053863,ENSG00000152595,MEPE
Crtac1,ENSMUSG00000042401,ENSG00000095713,CRTAC1
Gprc5c,ENSMUSG00000051043,ENSG00000170412,GPRC5C
Ano2,ENSMUSG00000038115,ENSG00000047617,ANO2
Trpv5,ENSMUSG00000036899,ENSG00000127412,TRPV5
Rtn4,ENSMUSG00000020458,ENSG00000115310,RTN4
Cyld,ENSMUSG00000036712,ENSG00000083799,CYLD
Ift46,ENSMUSG00000002031,ENSG00000118096,IFT46
Manbal,ENSMUSG00000063019,ENSG00000101363,MANBAL
Slc35c2,ENSMUSG00000017664,ENSG00000080189,SLC35C2
Nectin3,ENSMUSG00000022656,ENSG00000177707,NECTIN3
Kif13b,ENSMUSG00000060012,ENSG00000197892,KIF13B
Cngb3,ENSMUSG00000056494,ENSG00000170289,CNGB3
Gphn,ENSMUSG00000047454,ENSG00000171723,GPHN
Npdc1,ENSMUSG00000015094,ENSG00000107281,NPDC1
Itm2c,ENSMUSG00000026223,ENSG00000135916,ITM2C
Prmt8,ENSMUSG00000030350,ENSG00000111218,PRMT8
Gdf3,ENSMUSG00000030117,ENSG00000184344,GDF3
Dll4,ENSMUSG00000027314,ENSG00000128917,DLL4
Asah2,ENSMUSG00000024887,ENSG00000188611,ASAH2
Kcnq5,ENSMUSG00000028033,ENSG00000185760,KCNQ5
Tlr9,ENSMUSG00000045322,ENSG00000239732,TLR9
Pdgfc,ENSMUSG00000028019,ENSG00000145431,PDGFC
Slc17a5,ENSMUSG00000049624,ENSG00000119899,SLC17A5
St7,ENSMUSG00000029534,ENSG00000004866,ST7
Otor,ENSMUSG00000027416,ENSG00000125879,OTOR
Pick1,ENSMUSG00000068206,ENSG00000100151,PICK1
Duox2,ENSMUSG00000068452,ENSG00000140279,DUOX2
Duox1,ENSMUSG00000033268,ENSG00000137857,DUOX1
Sh2b1,ENSMUSG00000030733,ENSG00000178188,SH2B1
Disc1,ENSMUSG00000043051,ENSG00000162946,DISC1
Ccl28,ENSMUSG00000074715,ENSG00000151882,CCL28
Pcdhb17,ENSMUSG00000046387,ENSG00000272674,PCDHB16
Strn4,ENSMUSG00000030374,ENSG00000090372,STRN4
Slc2a9,ENSMUSG00000005107,ENSG00000109667,SLC2A9
Enam,ENSMUSG00000029286,ENSG00000132464,ENAM
Il17rb,ENSMUSG00000015966,ENSG00000056736,IL17RB
Olfml3,ENSMUSG00000027848,ENSG00000116774,OLFML3
Mettl5,ENSMUSG00000051730,ENSG00000138382,METTL5
Ostc,ENSMUSG00000041084,ENSG00000198856,OSTC
Plscr4,ENSMUSG00000032377,ENSG00000114698,PLSCR4
Smco4,ENSMUSG00000058173,ENSG00000166002,SMCO4
Cytl1,ENSMUSG00000062329,ENSG00000170891,CYTL1
Tpsg1,ENSMUSG00000033200,ENSG00000116176,TPSG1
Cdc42se2,ENSMUSG00000052298,ENSG00000158985,CDC42SE2
Inpp5e,ENSMUSG00000026925,ENSG00000148384,INPP5E
Cdc42se1,ENSMUSG00000046722,ENSG00000197622,CDC42SE1
Tmprss4,ENSMUSG00000032091,ENSG00000137648,TMPRSS4
Snx15,ENSMUSG00000024787,ENSG00000110025,SNX15
Cnnm1,ENSMUSG00000025189,ENSG00000119946,CNNM1
Hebp1,ENSMUSG00000042770,ENSG00000013583,HEBP1
Arhgap35,ENSMUSG00000058230,ENSG00000160007,ARHGAP35
C1galt1,ENSMUSG00000042460,ENSG00000106392,C1GALT1
Ltbp3,ENSMUSG00000024940,ENSG00000168056,LTBP3
Kcnh7,ENSMUSG00000059742,ENSG00000184611,KCNH7
Kcnip2,ENSMUSG00000025221,ENSG00000120049,KCNIP2
Thsd1,ENSMUSG00000031480,ENSG00000136114,THSD1
Rprm,ENSMUSG00000075334,ENSG00000177519,RPRM
Gpr173,ENSMUSG00000056679,ENSG00000184194,GPR173
Gpr27,ENSMUSG00000072875,ENSG00000170837,GPR27
Tnfrsf19,ENSMUSG00000060548,ENSG00000127863,TNFRSF19
Gkn1,ENSMUSG00000030050,ENSG00000169605,GKN1
Slc7a10,ENSMUSG00000030495,ENSG00000130876,SLC7A10
Lancl2,ENSMUSG00000062190,ENSG00000132434,LANCL2
Tm7sf3,ENSMUSG00000040234,ENSG00000064115,TM7SF3
Sema3g,ENSMUSG00000021904,ENSG00000010319,SEMA3G
Fgf21,ENSMUSG00000030827,ENSG00000105550,FGF21
Kcnd1,ENSMUSG00000009731,ENSG00000102057,KCND1
Homer2,ENSMUSG00000025813,ENSG00000103942,HOMER2
Homer3,ENSMUSG00000003573,ENSG00000051128,HOMER3
Slc6a13,ENSMUSG00000030108,ENSG00000010379,SLC6A13
Samsn1,ENSMUSG00000022876,ENSG00000155307,SAMSN1
Pnpla3,ENSMUSG00000041653,ENSG00000100344,PNPLA3
Emilin3,ENSMUSG00000050700,ENSG00000183798,EMILIN3
Tenm2,ENSMUSG00000049336,ENSG00000145934,TENM2
Lrrc4b,ENSMUSG00000047085,ENSG00000131409,LRRC4B
Pkdrej,ENSMUSG00000052496,ENSG00000130943,PKDREJ
Atp8a2,ENSMUSG00000021983,ENSG00000132932,ATP8A2
Sema4g,ENSMUSG00000025207,ENSG00000095539,SEMA4G
Gjb4,ENSMUSG00000046623,ENSG00000189433,GJB4
Catsperz,ENSMUSG00000050623,ENSG00000219435,CATSPERZ
Cbln4,ENSMUSG00000067578,ENSG00000054803,CBLN4
Ginm1,ENSMUSG00000040006,ENSG00000055211,GINM1
Slc39a9,ENSMUSG00000048833,ENSG00000029364,SLC39A9
Lmbrd1,ENSMUSG00000073725,ENSG00000168216,LMBRD1
Lin7c,ENSMUSG00000027162,ENSG00000148943,LIN7C
Cyrib,ENSMUSG00000022378,ENSG00000153310,CYRIB
Tmem74b,ENSMUSG00000044364,ENSG00000125895,TMEM74B
Tmem140,ENSMUSG00000057137,ENSG00000146859,TMEM140
Tmem100,ENSMUSG00000069763,ENSG00000166292,TMEM100
Rnf19a,ENSMUSG00000022280,ENSG00000034677,RNF19A
Exoc1,ENSMUSG00000036435,ENSG00000090989,EXOC1
Tmem30a,ENSMUSG00000032328,ENSG00000112697,TMEM30A
Septin11,ENSMUSG00000058013,ENSG00000138758,SEPTIN11
Tmem184c,ENSMUSG00000031617,ENSG00000164168,TMEM184C
Slc38a7,ENSMUSG00000036534,ENSG00000103042,SLC38A7
